sample_num,date_time,temp_F,RH
3,4/18/18 15:24,84.643,41.074
4,4/18/18 15:39,86.949,37.304
5,4/18/18 15:54,87.404,34.9
6,4/18/18 16:09,87.586,33.927
7,4/18/18 16:24,87.723,33.118
8,4/18/18 16:39,87.814,33.258
9,4/18/18 16:54,87.861,33.329
10,4/18/18 17:09,87.906,33.603
11,4/18/18 17:24,87.906,34.045
12,4/18/18 17:39,87.861,32.58
13,4/18/18 17:54,87.222,29.745
14,4/18/18 18:09,87.586,31.986
15,4/18/18 18:24,87.541,31.027
16,4/18/18 18:39,87.541,29.759
17,4/18/18 18:54,87.496,28.691
18,4/18/18 19:09,87.496,27.761
19,4/18/18 19:24,87.541,27.071
20,4/18/18 19:39,87.496,27
21,4/18/18 19:54,87.496,26.585
22,4/18/18 20:09,87.541,26.24
23,4/18/18 20:24,87.496,25.823
24,4/18/18 20:39,87.496,25.475
25,4/18/18 20:54,87.496,25.267
26,4/18/18 21:09,87.496,25.336
27,4/18/18 21:24,87.496,25.336
28,4/18/18 21:39,87.496,25.51
29,4/18/18 21:54,87.496,26.1
30,4/18/18 22:09,87.449,28.104
31,4/18/18 22:24,87.449,31.194
32,4/18/18 22:39,87.496,39.68
33,4/18/18 22:54,87.496,42.176
34,4/18/18 23:09,87.496,42.97
35,4/18/18 23:24,87.449,48.838
36,4/18/18 23:39,87.496,54.386
37,4/18/18 23:54,87.449,56.77
38,4/19/18 0:09,87.404,56.766
39,4/19/18 0:24,87.404,57.653
40,4/19/18 0:39,87.404,58.821
41,4/19/18 0:54,87.404,58.096
42,4/19/18 1:09,87.359,57.396
43,4/19/18 1:24,87.359,56.794
44,4/19/18 1:39,87.359,56.89
45,4/19/18 1:54,87.359,56.572
46,4/19/18 2:09,87.359,56.064
47,4/19/18 2:24,87.359,56.382
48,4/19/18 2:39,87.359,56.128
49,4/19/18 2:54,87.359,56.636
50,4/19/18 3:09,87.359,56.001
51,4/19/18 3:24,87.359,56.287
52,4/19/18 3:39,87.312,56.41
53,4/19/18 3:54,87.312,55.933
54,4/19/18 4:09,87.359,56.445
55,4/19/18 4:24,87.312,57.044
56,4/19/18 4:39,87.312,58.12
57,4/19/18 4:54,87.312,58.845
58,4/19/18 5:09,87.312,58.404
59,4/19/18 5:24,87.312,58.53
60,4/19/18 5:39,87.312,58.057
61,4/19/18 5:54,87.312,58.341
62,4/19/18 6:09,87.312,58.088
63,4/19/18 6:24,87.312,58.025
64,4/19/18 6:39,87.312,58.593
65,4/19/18 6:54,87.312,58.782
66,4/19/18 7:09,87.312,59.16
67,4/19/18 7:24,87.312,58.877
68,4/19/18 7:39,87.267,58.841
69,4/19/18 7:54,87.312,59.726
70,4/19/18 8:09,87.312,60.448
71,4/19/18 8:24,87.312,60.542
72,4/19/18 8:39,87.312,62.478
73,4/19/18 8:54,87.359,63.539
74,4/19/18 9:09,87.359,64.221
75,4/19/18 9:24,86.949,53.96
76,4/19/18 9:39,87.496,52.912
77,4/19/18 9:54,85.453,31.544
78,4/19/18 10:09,87.541,40.016
79,4/19/18 10:24,87.496,38.174
80,4/19/18 10:39,87.496,37.368
81,4/19/18 10:54,87.496,37.233
82,4/19/18 11:09,87.541,36.09
83,4/19/18 11:24,87.496,34.6
84,4/19/18 11:39,87.496,33.718
85,4/19/18 11:54,87.496,33.514
86,4/19/18 12:09,87.496,33.209
87,4/19/18 12:24,87.359,30.505
88,4/19/18 12:39,87.359,26.233
89,4/19/18 12:54,87.586,27.902
90,4/19/18 13:09,87.586,27.419
91,4/19/18 13:24,87.586,26.935
92,4/19/18 13:39,87.039,26.082
93,4/19/18 13:54,87.312,26.162
94,4/19/18 14:09,87.404,25.888
95,4/19/18 14:24,87.449,26.029
96,4/19/18 14:39,87.496,25.892
97,4/19/18 14:54,86.904,19.366
98,4/19/18 15:09,87.633,28.491
99,4/19/18 15:24,87.906,32.65
100,4/19/18 15:39,87.906,36.042
101,4/19/18 15:54,87.951,51.013
102,4/19/18 16:09,88.043,57.294
103,4/19/18 16:24,87.998,59.753
104,4/19/18 16:39,87.998,60.695
105,4/19/18 16:54,87.951,60.66
106,4/19/18 17:09,87.951,59.781
107,4/19/18 17:24,87.769,38.625
108,4/19/18 17:39,87.678,38.653
109,4/19/18 17:54,87.586,37.305
110,4/19/18 18:09,87.586,35.654
111,4/19/18 18:24,87.359,32.18
112,4/19/18 18:39,87.633,31.066
113,4/19/18 18:54,87.678,29.422
114,4/19/18 19:09,87.678,28.424
115,4/19/18 19:24,87.678,27.63
116,4/19/18 19:39,87.678,27.008
117,4/19/18 19:54,87.678,27.008
118,4/19/18 20:09,87.678,26.454
119,4/19/18 20:24,87.678,26.177
120,4/19/18 20:39,87.678,25.934
121,4/19/18 20:54,87.678,25.691
122,4/19/18 21:09,87.678,25.656
123,4/19/18 21:24,87.678,25.691
124,4/19/18 21:39,87.678,25.622
125,4/19/18 21:54,87.678,25.483
126,4/19/18 22:09,87.633,26.036
127,4/19/18 22:24,87.633,25.654
128,4/19/18 22:39,87.633,25.759
129,4/19/18 22:54,87.633,25.689
130,4/19/18 23:09,87.633,25.55
131,4/19/18 23:24,87.633,27.87
132,4/19/18 23:39,87.633,33.181
133,4/19/18 23:54,87.723,44.866
134,4/20/18 0:09,87.723,46.606
135,4/20/18 0:24,87.678,47.257
136,4/20/18 0:39,87.678,52.765
137,4/20/18 0:54,87.723,55.966
138,4/20/18 1:09,87.723,55.68
139,4/20/18 1:24,87.678,55.389
140,4/20/18 1:39,87.678,54.176
141,4/20/18 1:54,87.633,54.556
142,4/20/18 2:09,87.633,54.78
143,4/20/18 2:24,87.633,53.917
144,4/20/18 2:39,87.633,54.109
145,4/20/18 2:54,87.633,53.884
146,4/20/18 3:09,87.586,55
147,4/20/18 3:24,87.586,53.817
148,4/20/18 3:39,87.586,54.297
149,4/20/18 3:54,87.586,54.521
150,4/20/18 4:09,87.586,54.201
151,4/20/18 4:24,87.586,55.159
152,4/20/18 4:39,87.586,54.84
153,4/20/18 4:54,87.586,54.744
154,4/20/18 5:09,87.586,54.457
155,4/20/18 5:24,87.586,54.521
156,4/20/18 5:39,87.541,54.037
157,4/20/18 5:54,87.541,53.365
158,4/20/18 6:09,87.541,53.269
159,4/20/18 6:24,87.496,52.687
160,4/20/18 6:39,87.496,52.559
161,4/20/18 6:54,87.541,52.144
162,4/20/18 7:09,87.496,52.751
163,4/20/18 7:24,87.496,52.173
164,4/20/18 7:39,87.541,53.621
165,4/20/18 7:54,87.496,53.714
166,4/20/18 8:09,87.496,53.425
167,4/20/18 8:24,87.541,54.453
168,4/20/18 8:39,87.541,54.325
169,4/20/18 8:54,87.541,56.619
170,4/20/18 9:09,87.586,58.048
171,4/20/18 9:24,87.586,57.858
172,4/20/18 9:39,87.586,57.542
173,4/20/18 9:54,87.586,57.257
174,4/20/18 10:09,87.586,57.605
175,4/20/18 10:24,87.633,57.419
176,4/20/18 10:39,87.404,50.1
177,4/20/18 10:54,87.633,51.635
178,4/20/18 11:09,87.633,51.861
179,4/20/18 11:24,87.633,52.794
180,4/20/18 11:39,87.633,52.312
181,4/20/18 11:54,87.633,52.537
182,4/20/18 12:09,87.496,45.968
183,4/20/18 12:24,87.633,44.597
184,4/20/18 12:39,87.633,44.597
185,4/20/18 12:54,87.633,46.403
186,4/20/18 13:09,87.633,45.944
187,4/20/18 13:24,87.814,50.097
188,4/20/18 13:39,87.814,53.867
189,4/20/18 13:54,87.861,56.359
190,4/20/18 14:09,87.861,57.723
191,4/20/18 14:24,87.861,57.659
192,4/20/18 14:39,87.861,58.323
193,4/20/18 14:54,87.861,57.153
194,4/20/18 15:09,87.678,50.249
195,4/20/18 15:24,87.861,49.938
196,4/20/18 15:39,87.861,50.392
197,4/20/18 15:54,87.861,50.748
198,4/20/18 16:09,87.861,50.36
199,4/20/18 16:24,87.678,45.159
200,4/20/18 16:39,87.814,43.52
201,4/20/18 16:54,87.814,43.553
202,4/20/18 17:09,87.814,43.916
203,4/20/18 17:24,87.814,42.328
204,4/20/18 17:39,87.769,40.53
205,4/20/18 17:54,87.769,38.792
206,4/20/18 18:09,87.723,37.111
207,4/20/18 18:24,87.678,36.469
208,4/20/18 18:39,87.723,35.154
209,4/20/18 18:54,87.678,34.881
210,4/20/18 19:09,87.678,34.813
211,4/20/18 19:24,87.678,35.49
212,4/20/18 19:39,87.723,34.883
213,4/20/18 19:54,87.769,35.562
214,4/20/18 20:09,87.723,35.221
215,4/20/18 20:24,87.723,35.593
216,4/20/18 20:39,87.723,35.898
217,4/20/18 20:54,87.723,36.437
218,4/20/18 21:09,87.723,37.178
219,4/20/18 21:24,87.723,38.589
220,4/20/18 21:39,87.723,39.091
221,4/20/18 21:54,87.723,40.494
222,4/20/18 22:09,87.723,41.625
223,4/20/18 22:24,87.723,49.28
224,4/20/18 22:39,87.769,54.183
225,4/20/18 22:54,87.769,56.002
226,4/20/18 23:09,87.769,57.335
227,4/20/18 23:24,87.723,57.838
228,4/20/18 23:39,87.723,56.792
229,4/20/18 23:54,87.723,55.712
230,4/21/18 0:09,87.678,53.888
231,4/21/18 0:24,87.678,53.183
232,4/21/18 0:39,87.678,52.508
233,4/21/18 0:54,87.678,52.701
234,4/21/18 1:09,87.678,52.412
235,4/21/18 1:24,87.678,52.025
236,4/21/18 1:39,87.678,52.09
237,4/21/18 1:54,87.633,51.087
238,4/21/18 2:09,87.633,50.149
239,4/21/18 2:24,87.633,49.792
240,4/21/18 2:39,87.586,48.522
241,4/21/18 2:54,87.633,48.2
242,4/21/18 3:09,87.586,47.707
243,4/21/18 3:24,87.633,47.123
244,4/21/18 3:39,87.586,47.283
245,4/21/18 3:54,87.586,47.414
246,4/21/18 4:09,87.586,46.825
247,4/21/18 4:24,87.586,47.185
248,4/21/18 4:39,87.586,47.25
249,4/21/18 4:54,87.586,46.727
250,4/21/18 5:09,87.541,46.855
251,4/21/18 5:24,87.541,47.247
252,4/21/18 5:39,87.541,47.77
253,4/21/18 5:54,87.541,49.007
254,4/21/18 6:09,87.586,49.53
255,4/21/18 6:24,87.586,50.34
256,4/21/18 6:39,87.586,51.858
257,4/21/18 6:54,87.586,53.432
258,4/21/18 7:09,87.586,54.361
259,4/21/18 7:24,87.541,54.389
260,4/21/18 7:39,87.541,53.429
261,4/21/18 7:54,87.541,54.773
262,4/21/18 8:09,87.586,54.744
263,4/21/18 8:24,87.541,55.315
264,4/21/18 8:39,87.586,56.273
265,4/21/18 8:54,87.586,56.273
266,4/21/18 9:09,87.586,56.654
267,4/21/18 9:24,87.633,57.482
268,4/21/18 9:39,87.633,57.292
269,4/21/18 9:54,87.633,57.102
270,4/21/18 10:09,87.633,56.658
271,4/21/18 10:24,87.678,56.63
272,4/21/18 10:39,87.633,56.658
273,4/21/18 10:54,87.678,57.011
274,4/21/18 11:09,87.678,57.233
275,4/21/18 11:24,87.723,57.236
276,4/21/18 11:39,87.723,57.426
277,4/21/18 11:54,87.723,57.014
278,4/21/18 12:09,87.723,58.501
279,4/21/18 12:24,87.723,58.154
280,4/21/18 12:39,87.769,59.859
281,4/21/18 12:54,87.723,58.059
282,4/21/18 13:09,87.769,58.221
283,4/21/18 13:24,87.769,57.62
284,4/21/18 13:39,87.769,57.304
285,4/21/18 13:54,87.769,56.923
286,4/21/18 14:09,87.769,55.906
287,4/21/18 14:24,87.769,55.269
288,4/21/18 14:39,87.769,55.588
289,4/21/18 14:54,87.723,54.659
290,4/21/18 15:09,87.678,47.551
291,4/21/18 15:24,87.723,46.049
292,4/21/18 15:39,87.723,46.147
293,4/21/18 15:54,87.723,45.622
294,4/21/18 16:09,87.723,46.081
295,4/21/18 16:24,87.723,46.245
296,4/21/18 16:39,87.723,47.194
297,4/21/18 16:54,87.723,49.117
298,4/21/18 17:09,87.723,50.479
299,4/21/18 17:24,87.723,52.64
300,4/21/18 17:39,87.723,56.665
301,4/21/18 17:54,87.769,57.43
302,4/21/18 18:09,87.769,58.063
303,4/21/18 18:24,87.769,57.525
304,4/21/18 18:39,87.769,58.568
305,4/21/18 18:54,87.769,57.968
306,4/21/18 19:09,87.769,58.631
307,4/21/18 19:24,87.769,58.095
308,4/21/18 19:39,87.769,58.095
309,4/21/18 19:54,87.769,57.494
310,4/21/18 20:09,87.769,56.51
311,4/21/18 20:24,87.769,56.288
312,4/21/18 20:39,87.769,55.556
313,4/21/18 20:54,87.723,55.934
314,4/21/18 21:09,87.723,56.03
315,4/21/18 21:24,87.769,55.875
316,4/21/18 21:39,87.723,55.425
317,4/21/18 21:54,87.723,55.648
318,4/21/18 22:09,87.723,55.807
319,4/21/18 22:24,87.723,55.68
320,4/21/18 22:39,87.723,56.475
321,4/21/18 22:54,87.723,55.712
322,4/21/18 23:09,87.723,57.046
323,4/21/18 23:24,87.678,55.963
324,4/21/18 23:39,87.723,56.507
325,4/21/18 23:54,87.723,56.348
326,4/22/18 0:09,87.723,56.507
327,4/22/18 0:24,87.723,56.665
328,4/22/18 0:39,87.678,56.249
329,4/22/18 0:54,87.678,56.344
330,4/22/18 1:09,87.678,56.09
331,4/22/18 1:24,87.678,56.153
332,4/22/18 1:39,87.678,56.153
333,4/22/18 1:54,87.678,56.884
334,4/22/18 2:09,87.678,56.757
335,4/22/18 2:24,87.678,57.011
336,4/22/18 2:39,87.723,57.11
337,4/22/18 2:54,87.678,56.439
338,4/22/18 3:09,87.678,56.916
339,4/22/18 3:24,87.678,56.471
340,4/22/18 3:39,87.678,56.598
341,4/22/18 3:54,87.678,56.344
342,4/22/18 4:09,87.678,56.662
343,4/22/18 4:24,87.633,56.88
344,4/22/18 4:39,87.633,56.182
345,4/22/18 4:54,87.633,56.309
346,4/22/18 5:09,87.633,56.118
347,4/22/18 5:24,87.633,56.436
348,4/22/18 5:39,87.633,56.309
349,4/22/18 5:54,87.586,55.955
350,4/22/18 6:09,87.586,56.591
351,4/22/18 6:24,87.586,56.273
352,4/22/18 6:39,87.633,56.912
353,4/22/18 6:54,87.586,57.193
354,4/22/18 7:09,87.586,57.257
355,4/22/18 7:24,87.586,56.75
356,4/22/18 7:39,87.633,57.862
357,4/22/18 7:54,87.633,58.935
358,4/22/18 8:09,87.633,59.345
359,4/22/18 8:24,87.633,60.475
360,4/22/18 8:39,87.678,60.887
361,4/22/18 8:54,87.678,60.981
362,4/22/18 9:09,87.678,60.228
363,4/22/18 9:24,87.678,60.166
364,4/22/18 9:39,87.678,59.946
365,4/22/18 9:54,87.678,60.26
366,4/22/18 10:09,87.678,60.26
367,4/22/18 10:24,87.723,60.044
368,4/22/18 10:39,87.678,59.914
369,4/22/18 10:54,87.723,60.953
370,4/22/18 11:09,87.723,59.793
371,4/22/18 11:24,87.723,60.421
372,4/22/18 11:39,87.769,59.671
373,4/22/18 11:54,87.723,60.421
374,4/22/18 12:09,87.769,60.205
375,4/22/18 12:24,87.769,60.362
376,4/22/18 12:39,87.769,59.922
377,4/22/18 12:54,87.769,60.174
378,4/22/18 13:09,87.769,59.136
379,4/22/18 13:24,87.769,59.922
380,4/22/18 13:39,87.769,59.199
381,4/22/18 13:54,87.769,60.142
382,4/22/18 14:09,87.769,59.104
383,4/22/18 14:24,87.769,58.631
384,4/22/18 14:39,87.769,58.505
385,4/22/18 14:54,87.769,58.884
386,4/22/18 15:09,87.769,58.568
387,4/22/18 15:24,87.769,59.23
388,4/22/18 15:39,87.769,58.568
389,4/22/18 15:54,87.769,58.758
390,4/22/18 16:09,87.769,58.663
391,4/22/18 16:24,87.769,58.978
392,4/22/18 16:39,87.769,58.631
393,4/22/18 16:54,87.814,58.982
394,4/22/18 17:09,87.769,58.758
395,4/22/18 17:24,87.814,60.083
396,4/22/18 17:39,87.769,59.671
397,4/22/18 17:54,87.769,59.608
398,4/22/18 18:09,87.769,59.073
399,4/22/18 18:24,87.769,59.262
400,4/22/18 18:39,87.769,58.568
401,4/22/18 18:54,87.769,59.451
402,4/22/18 19:09,87.769,58.758
403,4/22/18 19:24,87.769,59.262
404,4/22/18 19:39,87.769,58.884
405,4/22/18 19:54,87.769,59.702
406,4/22/18 20:09,87.769,59.451
407,4/22/18 20:24,87.769,59.702
408,4/22/18 20:39,87.814,59.014
409,4/22/18 20:54,87.769,59.073
410,4/22/18 21:09,87.769,58.694
411,4/22/18 21:24,87.769,58.726
412,4/22/18 21:39,87.769,58.915
413,4/22/18 21:54,87.769,59.325
414,4/22/18 22:09,87.723,58.628
415,4/22/18 22:24,87.769,59.482
416,4/22/18 22:39,87.769,58.789
417,4/22/18 22:54,87.723,58.911
418,4/22/18 23:09,87.723,58.817
419,4/22/18 23:24,87.723,59.163
420,4/22/18 23:39,87.723,58.533
421,4/22/18 23:54,87.678,59.38
422,4/23/18 0:09,87.723,59.1
423,4/23/18 0:24,87.723,59.384
424,4/23/18 0:39,87.723,59.069
425,4/23/18 0:54,87.723,59.006
426,4/23/18 1:09,87.678,58.245
427,4/23/18 1:24,87.723,58.628
428,4/23/18 1:39,87.678,58.876
429,4/23/18 1:54,87.723,58.186
430,4/23/18 2:09,87.678,57.644
431,4/23/18 2:24,87.723,57.743
432,4/23/18 2:39,87.723,58.28
433,4/23/18 2:54,87.678,57.518
434,4/23/18 3:09,87.678,57.423
435,4/23/18 3:24,87.678,57.328
436,4/23/18 3:39,87.723,57.363
437,4/23/18 3:54,87.723,57.395
438,4/23/18 4:09,87.723,57.426
439,4/23/18 4:24,87.678,57.929
440,4/23/18 4:39,87.723,57.268
441,4/23/18 4:54,87.723,57.743
442,4/23/18 5:09,87.723,57.585
443,4/23/18 5:24,87.723,57.743
444,4/23/18 5:39,87.678,57.011
445,4/23/18 5:54,87.723,58.028
446,4/23/18 6:09,87.723,57.806
447,4/23/18 6:24,87.678,57.106
448,4/23/18 6:39,87.723,57.458
449,4/23/18 6:54,87.678,57.486
450,4/23/18 7:09,87.678,57.138
451,4/23/18 7:24,87.678,57.423
452,4/23/18 7:39,87.678,57.581
453,4/23/18 7:54,87.678,58.087
454,4/23/18 8:09,87.678,57.391
455,4/23/18 8:24,87.678,57.423
456,4/23/18 8:39,87.678,57.992
457,4/23/18 8:54,87.678,57.834
458,4/23/18 9:09,87.678,57.708
459,4/23/18 9:24,87.633,50.958
460,4/23/18 9:39,87.678,52.09
461,4/23/18 9:54,87.678,52.186
462,4/23/18 10:09,87.678,53.76
463,4/23/18 10:24,87.678,54.24
464,4/23/18 10:39,87.723,55.457
465,4/23/18 10:54,87.723,56.888
466,4/23/18 11:09,87.449,50.492
467,4/23/18 11:24,87.586,44.824
468,4/23/18 11:39,87.723,44.174
469,4/23/18 11:54,87.723,43.646
470,4/23/18 12:09,87.723,46.147
471,4/23/18 12:24,87.814,52.036
472,4/23/18 12:39,87.861,56.899
473,4/23/18 12:54,87.906,59.21
474,4/23/18 13:09,87.906,60.28
475,4/23/18 13:24,87.906,59.84
476,4/23/18 13:39,87.951,59.151
477,4/23/18 13:54,87.906,58.264
478,4/23/18 14:09,87.951,57.794
479,4/23/18 14:24,87.906,57.79
480,4/23/18 14:39,87.906,57.22
481,4/23/18 14:54,87.906,57.41
482,4/23/18 15:09,87.906,57.41
483,4/23/18 15:24,87.906,57.41
484,4/23/18 15:39,87.906,56.68
485,4/23/18 15:54,87.906,56.585
486,4/23/18 16:09,87.861,56.518
487,4/23/18 16:24,87.861,56.327
488,4/23/18 16:39,87.861,56.295
489,4/23/18 16:54,87.861,56.899
490,4/23/18 17:09,87.861,56.645
491,4/23/18 17:24,87.861,56.772
492,4/23/18 17:39,87.814,56.8
493,4/23/18 17:54,87.861,57.533
494,4/23/18 18:09,87.861,56.74
495,4/23/18 18:24,87.814,55.974
496,4/23/18 18:39,87.814,55.113
497,4/23/18 18:54,87.769,54.631
498,4/23/18 19:09,87.769,54.343
499,4/23/18 19:24,87.769,54.247
500,4/23/18 19:39,87.723,54.915
501,4/23/18 19:54,87.723,54.18
502,4/23/18 20:09,87.769,55.269
503,4/23/18 20:24,87.769,55.46
504,4/23/18 20:39,87.814,56.8
505,4/23/18 20:54,87.769,56.065
506,4/23/18 21:09,87.769,56.637
507,4/23/18 21:24,87.814,56.641
508,4/23/18 21:39,87.769,56.447
509,4/23/18 21:54,87.769,56.669
510,4/23/18 22:09,87.769,57.05
511,4/23/18 22:24,87.769,56.86
512,4/23/18 22:39,87.769,56.828
513,4/23/18 22:54,87.723,56.348
514,4/23/18 23:09,87.769,56.129
515,4/23/18 23:24,87.723,57.078
516,4/23/18 23:39,87.723,56.57
517,4/23/18 23:54,87.723,56.57
518,4/24/18 0:09,87.723,56.284
519,4/24/18 0:24,87.723,56.125
520,4/24/18 0:39,87.723,55.903
521,4/24/18 0:54,87.723,55.839
522,4/24/18 1:09,87.723,56.062
523,4/24/18 1:24,87.678,56.281
524,4/24/18 1:39,87.678,56.122
525,4/24/18 1:54,87.678,55.772
526,4/24/18 2:09,87.678,56.503
527,4/24/18 2:24,87.678,56.471
528,4/24/18 2:39,87.678,56.471
529,4/24/18 2:54,87.678,56.567
530,4/24/18 3:09,87.678,57.201
531,4/24/18 3:24,87.633,56.785
532,4/24/18 3:39,87.633,56.658
533,4/24/18 3:54,87.678,56.535
534,4/24/18 4:09,87.633,57.419
535,4/24/18 4:24,87.633,57.229
536,4/24/18 4:39,87.633,57.356
537,4/24/18 4:54,87.633,57.419
538,4/24/18 5:09,87.633,57.134
539,4/24/18 5:24,87.633,56.499
540,4/24/18 5:39,87.633,57.482
541,4/24/18 5:54,87.633,56.817
542,4/24/18 6:09,87.633,57.166
543,4/24/18 6:24,87.586,57.573
544,4/24/18 6:39,87.586,57.479
545,4/24/18 6:54,87.586,57.225
546,4/24/18 7:09,87.586,56.781
547,4/24/18 7:24,87.586,57.035
548,4/24/18 7:39,87.586,57.13
549,4/24/18 7:54,87.586,56.464
550,4/24/18 8:09,87.586,57.257
551,4/24/18 8:24,87.586,56.908
552,4/24/18 8:39,87.586,57.605
553,4/24/18 8:54,87.633,61.665
554,4/24/18 9:09,87.678,63.009
555,4/24/18 9:24,87.723,62.702
556,4/24/18 9:39,87.723,62.328
557,4/24/18 9:54,87.633,57.799
558,4/24/18 10:09,87.814,58.351
559,4/24/18 10:24,87.769,56.701
560,4/24/18 10:39,87.723,55.903
561,4/24/18 10:54,87.723,56.157
562,4/24/18 11:09,87.586,50.857
563,4/24/18 11:24,87.723,51.223
564,4/24/18 11:39,87.723,49.604
565,4/24/18 11:54,87.769,51.032
566,4/24/18 12:09,87.769,51.871
567,4/24/18 12:24,87.769,56.065
568,4/24/18 12:39,87.861,60.903
569,4/24/18 12:54,87.633,53.211
570,4/24/18 13:09,87.906,54.961
571,4/24/18 13:24,87.906,55.057
572,4/24/18 13:39,87.861,54.158
573,4/24/18 13:54,87.13,38.589
574,4/24/18 14:09,87.814,33.326
575,4/24/18 14:24,87.449,35.207
576,4/24/18 14:39,87.769,34.784
577,4/24/18 14:54,87.814,34.549
578,4/24/18 15:09,87.998,35.709
579,4/24/18 15:24,87.951,37.326
580,4/24/18 15:39,87.906,39.804
581,4/24/18 15:54,87.951,44.518
582,4/24/18 16:09,87.998,47.736
583,4/24/18 16:24,87.998,52.79
584,4/24/18 16:39,88.043,57.421
585,4/24/18 16:54,88.043,58.97
586,4/24/18 17:09,88.043,59.663
587,4/24/18 17:24,87.998,60.695
588,4/24/18 17:39,87.998,61.228
589,4/24/18 17:54,87.998,61.478
590,4/24/18 18:09,87.998,61.541
591,4/24/18 18:24,87.951,59.875
592,4/24/18 18:39,87.906,59.242
593,4/24/18 18:54,87.861,58.039
594,4/24/18 19:09,87.906,58.643
595,4/24/18 19:24,87.861,58.197
596,4/24/18 19:39,87.861,57.564
597,4/24/18 19:54,87.861,57.659
598,4/24/18 20:09,87.861,57.659
599,4/24/18 20:24,87.861,58.45
600,4/24/18 20:39,87.814,57.497
601,4/24/18 20:54,87.861,58.355
602,4/24/18 21:09,87.861,58.954
603,4/24/18 21:24,87.861,59.332
604,4/24/18 21:39,87.861,60.338
605,4/24/18 21:54,87.861,60.244
606,4/24/18 22:09,87.861,60.903
607,4/24/18 22:24,87.861,60.652
608,4/24/18 22:39,87.814,60.93
609,4/24/18 22:54,87.814,60.46
610,4/24/18 23:09,87.814,60.648
611,4/24/18 23:24,87.814,60.93
612,4/24/18 23:39,87.814,60.711
613,4/24/18 23:54,87.769,60.487
614,4/25/18 0:09,87.769,60.675
615,4/25/18 0:24,87.769,61.614
616,4/25/18 0:39,87.769,60.675
617,4/25/18 0:54,87.769,61.427
618,4/25/18 1:09,87.769,61.051
619,4/25/18 1:24,87.769,60.957
620,4/25/18 1:39,87.769,61.552
621,4/25/18 1:54,87.723,60.734
622,4/25/18 2:09,87.723,61.298
623,4/25/18 2:24,87.723,61.766
624,4/25/18 2:39,87.723,61.016
625,4/25/18 2:54,87.723,61.86
626,4/25/18 3:09,87.723,62.421
627,4/25/18 3:24,87.678,62.604
628,4/25/18 3:39,87.678,62.199
629,4/25/18 3:54,87.678,61.7
630,4/25/18 4:09,87.678,61.731
631,4/25/18 4:24,87.678,61.981
632,4/25/18 4:39,87.678,61.918
633,4/25/18 4:54,87.633,61.665
634,4/25/18 5:09,87.633,62.008
635,4/25/18 5:24,87.633,61.477
636,4/25/18 5:39,87.678,61.918
637,4/25/18 5:54,87.633,61.633
638,4/25/18 6:09,87.633,61.758
639,4/25/18 6:24,87.633,61.54
640,4/25/18 6:39,87.633,61.821
641,4/25/18 6:54,87.633,61.914
642,4/25/18 7:09,87.633,61.415
643,4/25/18 7:24,87.633,61.383
644,4/25/18 7:39,87.633,61.914
645,4/25/18 7:54,87.633,62.289
646,4/25/18 8:09,87.633,62.849
647,4/25/18 8:24,87.633,63.409
648,4/25/18 8:39,87.633,63.316
649,4/25/18 8:54,87.633,63.409
650,4/25/18 9:09,87.633,64.401
651,4/25/18 9:24,87.678,64.529
652,4/25/18 9:39,87.678,64.374
653,4/25/18 9:54,87.723,65.46
654,4/25/18 10:09,87.723,65.922
655,4/25/18 10:24,87.723,66.169
656,4/25/18 10:39,87.769,67.892
657,4/25/18 10:54,87.814,67.498
658,4/25/18 11:09,87.814,67.865
659,4/25/18 11:24,87.861,66.489
660,4/25/18 11:39,87.861,65.535
661,4/25/18 11:54,87.814,64.634
662,4/25/18 12:09,87.861,64.391
663,4/25/18 12:24,87.814,64.356
664,4/25/18 12:39,87.814,64.603
665,4/25/18 12:54,87.814,64.696
666,4/25/18 13:09,87.906,64.581
667,4/25/18 13:24,87.861,64.36
668,4/25/18 13:39,87.906,64.085
669,4/25/18 13:54,87.861,64.917
670,4/25/18 14:09,87.861,64.608
671,4/25/18 14:24,87.906,57.726
672,4/25/18 14:39,87.906,58.674
673,4/25/18 14:54,87.496,50.527
674,4/25/18 15:09,87.541,45.511
675,4/25/18 15:24,87.586,45.12
676,4/25/18 15:39,87.586,45.875
677,4/25/18 15:54,87.222,41.063
678,4/25/18 16:09,87.951,41.007
679,4/25/18 16:24,87.951,40.841
680,4/25/18 16:39,87.906,38.398
681,4/25/18 16:54,87.861,36.613
682,4/25/18 17:09,87.861,36.512
683,4/25/18 17:24,87.861,42.496
684,4/25/18 17:39,87.951,49.783
685,4/25/18 17:54,86.495,40.155
686,4/25/18 18:09,87.586,44.264
687,4/25/18 18:24,87.633,45.09
688,4/25/18 18:39,87.723,47.652
689,4/25/18 18:54,87.769,49.64
690,4/25/18 19:09,87.769,51.871
691,4/25/18 19:24,87.769,53.831
692,4/25/18 19:39,87.769,55.237
693,4/25/18 19:54,87.814,56.927
694,4/25/18 20:09,87.814,59.266
695,4/25/18 20:24,87.814,59.643
696,4/25/18 20:39,87.769,60.017
697,4/25/18 20:54,87.769,59.828
698,4/25/18 21:09,87.769,59.639
699,4/25/18 21:24,87.769,59.985
700,4/25/18 21:39,87.769,59.734
701,4/25/18 21:54,87.723,60.138
