hRate,dTime,landscape,patch,gen,count,harvest
0.5,1,3,6,1,0,0
0.5,1,4,1,1,86.0811930405965,44
0.5,1,4,2,1,0,0
0.5,1,4,3,1,0,0
0.5,1,4,4,1,0,0
0.5,1,4,5,1,0,0
0.5,1,4,6,1,0,0
0.75,1,3,1,1,90.1911886949293,68
0.75,1,3,2,1,0,0
0.75,1,3,3,1,0,0
0.75,1,3,4,1,0,0
0.75,1,3,5,1,0,0
0.75,1,3,6,1,0,0
0.75,1,4,1,1,59,45
0.75,1,4,2,1,0,0
0.75,1,4,3,1,0,0
0.75,1,4,4,1,0,0
0.75,1,4,5,1,0,0
0.75,1,4,6,1,0,0
0,6,3,1,1,106.569037656904,0
0,6,3,2,1,4,0
0,6,3,3,1,0,0
0,6,3,4,1,0,0
0,6,3,5,1,0,0
0,6,3,6,1,0,0
0,6,4,1,1,57,0
0,6,4,2,1,1,0
0,6,4,3,1,0,0
0,6,4,4,1,0,0
0,6,4,5,1,0,0
0,6,4,6,1,0,0
0.25,6,3,1,1,119.009584664537,30
0.25,6,3,2,1,1,1
0.25,6,3,3,1,0,0
0.25,6,3,4,1,0,0
0.25,6,3,5,1,0,0
0.25,6,3,6,1,0,0
0.25,6,4,1,1,91.9807538091419,24
0.25,6,4,2,1,1,1
0.25,6,4,3,1,0,0
0.25,6,4,4,1,0,0
0.25,6,4,5,1,0,0
0.25,6,4,6,1,0,0
0.5,6,3,1,1,73,37
0.5,6,3,2,1,1,1
0.5,6,3,3,1,0,0
0.5,6,3,4,1,0,0
0.5,6,3,5,1,0,0
0.5,6,3,6,1,0,0
0.5,6,4,1,1,97.65625,49
0.5,6,4,2,1,0,0
0.5,6,4,3,1,0,0
0.5,6,4,4,1,0,0
0.5,6,4,5,1,0,0
0.5,6,4,6,1,0,0
0.75,6,3,1,1,61,46
0.75,6,3,2,1,0,0
0.75,6,3,3,1,0,0
0.75,6,3,4,1,0,0
0.75,6,3,5,1,0,0
0.75,6,3,6,1,0,0
0.75,6,4,1,1,84.7073371805441,64
0.75,6,4,2,1,2,2
0.75,6,4,3,1,0,0
0.75,6,4,4,1,0,0
0.75,6,4,5,1,0,0
0.75,6,4,6,1,0,0
0,24,3,1,1,77.2727272727273,0
0,24,3,2,1,9,0
0,24,3,3,1,0,0
0,24,3,4,1,0,0
0,24,3,5,1,0,0
0,24,3,6,1,0,0
0,24,4,1,1,90.9952606635071,0
0,24,4,2,1,7,0
0,24,4,3,1,1,0
0,24,4,4,1,0,0
0,24,4,5,1,0,0
0,24,4,6,1,0,0
0.25,24,3,1,1,52,13
0.25,24,3,2,1,3,1
0.25,24,3,3,1,0,0
0.25,24,3,4,1,0,0
0.25,24,3,5,1,0,0
0.25,24,3,6,1,0,0
0.25,24,4,1,1,57.5918367346939,15
0.25,24,4,2,1,7,2
0.25,24,4,3,1,0,0
0.25,24,4,4,1,0,0
0.25,24,4,5,1,0,0
0.25,24,4,6,1,0,0
0.5,24,3,1,1,83.5719968178202,42
0.5,24,3,2,1,7,4
0.5,24,3,3,1,1,1
0.5,24,3,4,1,0,0
0.5,24,3,5,1,0,0
0.5,24,3,6,1,0,0
0.5,24,4,1,1,81.0635042081102,41
0.5,24,4,2,1,4,2
0.5,24,4,3,1,0,0
0.5,24,4,4,1,0,0
0.5,24,4,5,1,0,0
0.5,24,4,6,1,0,0
0.75,24,3,1,1,66,50
0.75,24,3,2,1,0,0
0.75,24,3,3,1,0,0
0.75,24,3,4,1,0,0
0.75,24,3,5,1,0,0
0.75,24,3,6,1,0,0
0.75,24,4,1,1,60,45
0.75,24,4,2,1,1,1
0.75,24,4,3,1,0,0
0.75,24,4,4,1,0,0
0.75,24,4,5,1,0,0
0.75,24,4,6,1,0,0
0,1,5,1,1,36,0
0,1,5,2,1,0,0
0,1,5,3,1,0,0
0,1,5,4,1,0,0
0,1,5,5,1,0,0
0,1,5,6,1,0,0
0,1,6,1,1,54,0
0,1,6,2,1,0,0
0,1,6,3,1,0,0
0,1,6,4,1,0,0
0,1,6,5,1,0,0
0,1,6,6,1,0,0
0.25,1,5,1,1,45,12
0.25,1,5,2,1,0,0
0.25,1,5,3,1,0,0
0.25,1,5,4,1,0,0
0.25,1,5,5,1,0,0
0.25,1,5,6,1,0,0
0.25,1,6,1,1,49,13
0.25,1,6,2,1,0,0
0.25,1,6,3,1,0,0
0.25,1,6,4,1,0,0
0.25,1,6,5,1,0,0
0.25,1,6,6,1,0,0
0.5,1,5,1,1,62,31
0.5,1,5,2,1,3,2
0.5,1,5,3,1,0,0
0.5,1,5,4,1,0,0
0.5,1,5,5,1,0,0
0.5,1,5,6,1,0,0
0.5,1,6,1,1,58,29
0.5,1,6,2,1,1,1
0.5,1,6,3,1,0,0
0.5,1,6,4,1,0,0
0.5,1,6,5,1,0,0
0.5,1,6,6,1,0,0
0.75,1,5,1,1,36,27
0.75,1,5,2,1,0,0
0.75,1,5,3,1,0,0
0.75,1,5,4,1,0,0
0.75,1,5,5,1,0,0
0.75,1,5,6,1,0,0
0.75,1,6,1,1,44,33
0.75,1,6,2,1,0,0
0.75,1,6,3,1,0,0
0.75,1,6,4,1,0,0
0.75,1,6,5,1,0,0
0.75,1,6,6,1,0,0
0,6,5,1,1,67,0
0,6,5,2,1,2,0
0,6,5,3,1,0,0
0,6,5,4,1,0,0
0,6,5,5,1,0,0
0,6,5,6,1,0,0
0,6,6,1,1,42,0
0,6,6,2,1,0,0
0,6,6,3,1,0,0
0,6,6,4,1,0,0
0,6,6,5,1,0,0
0,6,6,6,1,0,0
0.25,6,5,1,1,52,13
0.25,6,5,2,1,1,1
0.25,6,5,3,1,0,0
0.25,6,5,4,1,0,0
0.25,6,5,5,1,0,0
0.25,6,5,6,1,0,0
0.25,6,6,1,1,58,15
0.25,6,6,2,1,0,0
0.25,6,6,3,1,0,0
0.25,6,6,4,1,0,0
0.25,6,6,5,1,0,0
0.25,6,6,6,1,0,0
0.5,6,5,1,1,60,30
0.5,6,5,2,1,1,1
0.5,6,5,3,1,0,0
0.5,6,5,4,1,0,0
0.5,6,5,5,1,0,0
0.5,6,5,6,1,0,0
0.5,6,6,1,1,68,34
0.5,6,6,2,1,0,0
0.5,6,6,3,1,0,0
0.5,6,6,4,1,0,0
0.5,6,6,5,1,0,0
0.5,6,6,6,1,0,0
0.75,6,5,1,1,64,48
0.75,6,5,2,1,0,0
0.75,6,5,3,1,0,0
0.75,6,5,4,1,0,0
0.75,6,5,5,1,0,0
0.75,6,5,6,1,0,0
0.75,6,6,1,1,72,54
0.75,6,6,2,1,1,1
0.75,6,6,3,1,0,0
0.75,6,6,4,1,0,0
0.75,6,6,5,1,0,0
0.75,6,6,6,1,0,0
0,24,5,1,1,58,0
0,24,5,2,1,3,0
0,24,5,3,1,0,0
0,24,5,4,1,0,0
0,24,5,5,1,0,0
0,24,5,6,1,0,0
0,24,6,1,1,38,0
0,24,6,2,1,3,0
0,24,6,3,1,0,0
0,24,6,4,1,0,0
0,24,6,5,1,0,0
0,24,6,6,1,0,0
0.25,24,5,1,1,54,14
0.25,24,5,2,1,5,2
0.25,24,5,3,1,0,0
0.25,24,5,4,1,0,0
0.25,24,5,5,1,0,0
0.25,24,5,6,1,0,0
0.25,24,6,1,1,207.324561403509,52
0.25,24,6,2,1,2,1
0.25,24,6,3,1,0,0
0.25,24,6,4,1,0,0
0.25,24,6,5,1,0,0
0.25,24,6,6,1,0,0
0.5,24,5,1,1,47,24
0.5,24,5,2,1,3,2
0.5,24,5,3,1,0,0
0.5,24,5,4,1,0,0
0.5,24,5,5,1,0,0
0.5,24,5,6,1,0,0
0.5,24,6,1,1,68,34
0.5,24,6,2,1,1,1
0.5,24,6,3,1,1,1
0.5,24,6,4,1,0,0
0.5,24,6,5,1,0,0
0.5,24,6,6,1,0,0
0.75,24,5,1,1,49,37
0.75,24,5,2,1,2,2
0.75,24,5,3,1,0,0
0.75,24,5,4,1,0,0
0.75,24,5,5,1,0,0
0.75,24,5,6,1,0,0
0.75,24,6,1,1,62,47
0.75,24,6,2,1,3,3
0.75,24,6,3,1,0,0
0.75,24,6,4,1,0,0
0.75,24,6,5,1,0,0
0.75,24,6,6,1,0,0
0,1,7,1,1,115.763732129421,0
0,1,7,2,1,1,0
0,1,7,3,1,0,0
0,1,7,4,1,0,0
0,1,7,5,1,0,0
0,1,7,6,1,0,0
0,1,8,1,1,53,0
0,1,8,2,1,0,0
0,1,8,3,1,0,0
0,1,8,4,1,0,0
0,1,8,5,1,0,0
0,1,8,6,1,0,0
0.25,1,7,1,1,99.9606918238994,25
0.25,1,7,2,1,0,0
0.25,1,7,3,1,0,0
0.25,1,7,4,1,0,0
0.25,1,7,5,1,0,0
0.25,1,7,6,1,0,0
0.25,1,8,1,1,94.6993670886076,24
0.25,1,8,2,1,0,0
0.25,1,8,3,1,0,0
0.25,1,8,4,1,0,0
0.25,1,8,5,1,0,0
0.25,1,8,6,1,0,0
0.5,1,7,1,1,121.639344262295,61
0.5,1,7,2,1,0,0
0.5,1,7,3,1,0,0
0.5,1,7,4,1,0,0
0.5,1,7,5,1,0,0
0.5,1,7,6,1,0,0
0.5,1,8,1,1,93.7192118226601,47
0.5,1,8,2,1,3,2
0.5,1,8,3,1,0,0
0.5,1,8,4,1,0,0
0.5,1,8,5,1,0,0
0.5,1,8,6,1,0,0
0.75,1,7,1,1,112.422600619195,85
0.75,1,7,2,1,1,1
0.75,1,7,3,1,0,0
0.75,1,7,4,1,0,0
0.75,1,7,5,1,0,0
0.75,1,7,6,1,0,0
0.75,1,8,1,1,82.7993897787948,63
0.75,1,8,2,1,1,1
0.75,1,8,3,1,0,0
0.75,1,8,4,1,0,0
0.75,1,8,5,1,0,0
0.75,1,8,6,1,0,0
0,6,7,1,1,112.788778877888,0
0,6,7,2,1,2,0
0,6,7,3,1,0,0
0,6,7,4,1,0,0
0,6,7,5,1,0,0
0,6,7,6,1,0,0
0,6,8,1,1,108.147229114971,0
0,6,8,2,1,1,0
0,6,8,3,1,0,0
0,6,8,4,1,0,0
0,6,8,5,1,0,0
0,6,8,6,1,0,0
0.25,6,7,1,1,59,15
0.25,6,7,2,1,7,2
0.25,6,7,3,1,0,0
0.25,6,7,4,1,0,0
0.25,6,7,5,1,0,0
0.25,6,7,6,1,0,0
0.25,6,8,1,1,109.610123119015,28
0.25,6,8,2,1,4,1
0.25,6,8,3,1,0,0
0.25,6,8,4,1,0,0
0.25,6,8,5,1,0,0
0.25,6,8,6,1,0,0
0.5,6,7,1,1,70,35
0.5,6,7,2,1,4,2
0.5,6,7,3,1,0,0
0.5,6,7,4,1,0,0
0.5,6,7,5,1,0,0
0.5,6,7,6,1,0,0
0.5,6,8,1,1,104.281345565749,53
0.5,6,8,2,1,8,4
0.5,6,8,3,1,0,0
0.5,6,8,4,1,0,0
0.5,6,8,5,1,0,0
0.5,6,8,6,1,0,0
0.75,6,7,1,1,122.588235294118,92
0.75,6,7,2,1,2,2
0.75,6,7,3,1,0,0
0.75,6,7,4,1,0,0
0.75,6,7,5,1,0,0
0.75,6,7,6,1,0,0
0.75,6,8,1,1,105.775444264943,80
0.75,6,8,2,1,14,11
0.75,6,8,3,1,0,0
0.75,6,8,4,1,0,0
0.75,6,8,5,1,0,0
0.75,6,8,6,1,0,0
0,24,7,1,1,73,0
0,24,7,2,1,7,0
0,24,7,3,1,0,0
0,24,7,4,1,0,0
0,24,7,5,1,0,0
0,24,7,6,1,0,0
0,24,8,1,1,71,0
0,24,8,2,1,26,0
0,24,8,3,1,0,0
0,24,8,4,1,0,0
0,24,8,5,1,0,0
0,24,8,6,1,0,0
0.25,24,7,1,1,80.4699537750385,21
0.25,24,7,2,1,11,3
0.25,24,7,3,1,1,1
0.25,24,7,4,1,1,1
0.25,24,7,5,1,0,0
0.25,24,7,6,1,0,0
0.25,24,8,1,1,98.5549132947977,25
0.25,24,8,2,1,7,2
0.25,24,8,3,1,1,1
0.25,24,8,4,1,0,0
0.25,24,8,5,1,0,0
0.25,24,8,6,1,0,0
0.5,24,7,1,1,88.3690708252112,45
0.5,24,7,2,1,16,8
0.5,24,7,3,1,0,0
0.5,24,7,4,1,1,1
0.5,24,7,5,1,0,0
0.5,24,7,6,1,0,0
0.5,24,8,1,1,93.6015325670498,47
0.5,24,8,2,1,16,8
0.5,24,8,3,1,0,0
0.5,24,8,4,1,0,0
0.5,24,8,5,1,0,0
0.5,24,8,6,1,0,0
0.75,24,7,1,1,116.678939617084,88
0.75,24,7,2,1,23,18
0.75,24,7,3,1,2,2
0.75,24,7,4,1,0,0
0.75,24,7,5,1,0,0
0.75,24,7,6,1,0,0
0.75,24,8,1,1,97.0379146919431,73
0.75,24,8,2,1,25,19
0.75,24,8,3,1,0,0
0.75,24,8,4,1,0,0
0.75,24,8,5,1,0,0
0.75,24,8,6,1,0,0
0,1,9,1,1,77.502001601281,0
0,1,9,2,1,1,0
0,1,9,3,1,0,0
0,1,9,4,1,0,0
0,1,9,5,1,0,0
0,1,9,6,1,0,0
0,1,10,1,1,89.9826539462272,0
0,1,10,2,1,0,0
0,1,10,3,1,0,0
0,1,10,4,1,0,0
0,1,10,5,1,0,0
0,1,10,6,1,0,0
0.25,1,9,1,1,96.8956953642384,25
0.25,1,9,2,1,0,0
0.25,1,9,3,1,0,0
0.25,1,9,4,1,0,0
0.25,1,9,5,1,0,0
0.25,1,9,6,1,0,0
0.25,1,10,1,1,50,13
0.25,1,10,2,1,0,0
0.25,1,10,3,1,0,0
0.25,1,10,4,1,0,0
0.25,1,10,5,1,0,0
0.25,1,10,6,1,0,0
0.5,1,9,1,1,54,27
0.5,1,9,2,1,0,0
0.5,1,9,3,1,0,0
0.5,1,9,4,1,0,0
0.5,1,9,5,1,0,0
0.5,1,9,6,1,0,0
0.5,1,10,1,1,81.3454545454545,41
0.5,1,10,2,1,0,0
0.5,1,10,3,1,0,0
0.5,1,10,4,1,0,0
0.5,1,10,5,1,0,0
0.5,1,10,6,1,0,0
0.75,1,9,1,1,106.803005008347,81
0.75,1,9,2,1,0,0
0.75,1,9,3,1,0,0
0.75,1,9,4,1,0,0
0.75,1,9,5,1,0,0
0.75,1,9,6,1,0,0
0.75,1,10,1,1,64,48
0.75,1,10,2,1,0,1
0.75,1,10,3,1,0,0
0.75,1,10,4,1,0,0
0.75,1,10,5,1,0,0
0.75,1,10,6,1,0,0
0,6,9,1,1,93.8904494382023,0
0,6,9,2,1,0,0
0,6,9,3,1,0,0
0,6,9,4,1,0,0
0,6,9,5,1,0,0
0,6,9,6,1,0,0
0,6,10,1,1,63,0
0,6,10,2,1,3,0
0,6,10,3,1,1,0
0,6,10,4,1,0,0
0,6,10,5,1,0,0
0,6,10,6,1,0,0
0.25,6,9,1,1,89.3869731800766,23
0.25,6,9,2,1,0,0
0.25,6,9,3,1,0,0
0.25,6,9,4,1,0,0
0.25,6,9,5,1,0,0
0.25,6,9,6,1,0,0
0.25,6,10,1,1,92.0141620771047,24
0.25,6,10,2,1,1,1
0.25,6,10,3,1,0,0
0.25,6,10,4,1,0,0
0.25,6,10,5,1,0,0
0.25,6,10,6,1,0,0
0.5,6,9,1,1,95.4143201930813,48
0.5,6,9,2,1,15,8
0.5,6,9,3,1,0,0
0.5,6,9,4,1,0,0
0.5,6,9,5,1,0,0
0.5,6,9,6,1,0,0
0.5,6,10,1,1,61,31
0.5,6,10,2,1,0,0
0.5,6,10,3,1,0,0
0.5,6,10,4,1,0,0
0.5,6,10,5,1,0,0
0.5,6,10,6,1,0,0
0.75,6,9,1,1,76.36,58
0.75,6,9,2,1,4,3
0.75,6,9,3,1,0,0
0.75,6,9,4,1,0,0
0.75,6,9,5,1,0,0
0.75,6,9,6,1,0,0
0.75,6,10,1,1,59,45
0.75,6,10,2,1,1,1
0.75,6,10,3,1,0,0
0.75,6,10,4,1,0,0
0.75,6,10,5,1,0,0
0.75,6,10,6,1,0,0
0,24,9,1,1,95.7345971563981,0
0,24,9,2,1,21,0
0,24,9,3,1,0,0
0,24,9,4,1,0,0
0,24,9,5,1,0,0
0,24,9,6,1,0,0
0,24,10,1,1,78.2873376623377,0
0,24,10,2,1,17,0
0,24,10,3,1,1,0
0,24,10,4,1,0,0
0,24,10,5,1,0,0
0,24,10,6,1,0,0
0.25,24,9,1,1,53,14
0.25,24,9,2,1,3,1
0.25,24,9,3,1,0,0
0.25,24,9,4,1,0,0
0.25,24,9,5,1,0,0
0.25,24,9,6,1,0,0
0.25,24,10,1,1,65,17
0.25,24,10,2,1,3,1
0.25,24,10,3,1,0,0
0.25,24,10,4,1,0,0
0.25,24,10,5,1,0,0
0.25,24,10,6,1,0,0
0.5,24,9,1,1,86.6368805848903,44
0.5,24,9,2,1,0,0
0.5,24,9,3,1,0,0
0.5,24,9,4,1,0,0
0.5,24,9,5,1,0,0
0.5,24,9,6,1,0,0
0.5,24,10,1,1,71,36
0.5,24,10,2,1,11,6
0.5,24,10,3,1,0,0
0.5,24,10,4,1,0,0
0.5,24,10,5,1,0,0
0.5,24,10,6,1,0,0
0.75,24,9,1,1,66,50
0.75,24,9,2,1,0,0
0.75,24,9,3,1,0,0
0.75,24,9,4,1,0,0
0.75,24,9,5,1,0,0
0.75,24,9,6,1,0,0
0.75,24,10,1,1,62,47
0.75,24,10,2,1,3,3
0.75,24,10,3,1,0,0
0.75,24,10,4,1,0,0
0.75,24,10,5,1,0,0
0.75,24,10,6,1,0,0
0,1,1,1,2,100.56270096463,0
0,1,1,2,2,1,0
0,1,1,3,2,0,0
0,1,1,4,2,0,0
0,1,1,5,2,0,0
0,1,1,6,2,0,0
0,1,2,1,2,227.869496855346,0
0,1,2,2,2,1,0
0,1,2,3,2,0,0
0,1,2,4,2,0,0
0,1,2,5,2,0,0
0,1,2,6,2,0,0
0.25,1,1,1,2,168.931234465617,43
0.25,1,1,2,2,0,0
0.25,1,1,3,2,0,0
0.25,1,1,4,2,0,0
0.25,1,1,5,2,0,0
0.25,1,1,6,2,0,0
0.25,1,2,1,2,197.856586126267,50
0.25,1,2,2,2,9,3
0.25,1,2,3,2,0,0
0.25,1,2,4,2,0,0
0.25,1,2,5,2,0,0
0.25,1,2,6,2,0,0
0.5,1,1,1,2,59,30
0.5,1,1,2,2,0,0
0.5,1,1,3,2,0,0
0.5,1,1,4,2,0,0
0.5,1,1,5,2,0,0
0.5,1,1,6,2,0,0
0.5,1,2,1,2,97.5219824140687,49
0.5,1,2,2,2,4,2
0.5,1,2,3,2,0,0
0.5,1,2,4,2,0,0
0.5,1,2,5,2,0,0
0.5,1,2,6,2,0,0
0.75,1,1,1,2,107.241910631741,81
0.75,1,1,2,2,0,0
0.75,1,1,3,2,0,0
0.75,1,1,4,2,0,0
0.75,1,1,5,2,0,0
0.75,1,1,6,2,0,0
0.75,1,2,1,2,68,51
0.75,1,2,2,2,0,0
0.75,1,2,3,2,0,0
0.75,1,2,4,2,0,0
0.75,1,2,5,2,0,0
0.75,1,2,6,2,0,0
0,6,1,1,2,260.408326661329,0
0,6,1,2,2,3,0
0,6,1,3,2,0,0
0,6,1,4,2,0,0
0,6,1,5,2,0,0
0,6,1,6,2,0,0
0,6,2,1,2,183.193629505448,0
0,6,2,2,2,4,0
0,6,2,3,2,0,0
0,6,2,4,2,0,0
0,6,2,5,2,0,0
0,6,2,6,2,0,0
0.25,6,1,1,2,177.214684756584,45
0.25,6,1,2,2,22,6
0.25,6,1,3,2,0,0
0.25,6,1,4,2,0,0
0.25,6,1,5,2,0,0
0.25,6,1,6,2,0,0
0.25,6,2,1,2,163.482704402516,41
0.25,6,2,2,2,19,5
0.25,6,2,3,2,1,1
0.25,6,2,4,2,0,0
0.25,6,2,5,2,0,0
0.25,6,2,6,2,0,0
0.5,6,1,1,2,159.84602917342,80
0.5,6,1,2,2,2,1
0.5,6,1,3,2,0,0
0.5,6,1,4,2,0,0
0.5,6,1,5,2,0,0
0.5,6,1,6,2,0,0
0.5,6,2,1,2,136.646201074444,69
0.5,6,2,2,2,11,6
0.5,6,2,3,2,0,0
0.5,6,2,4,2,0,0
0.5,6,2,5,2,0,0
0.5,6,2,6,2,0,0
0.75,6,1,1,2,53,40
0.75,6,1,2,2,0,0
0.75,6,1,3,2,0,0
0.75,6,1,4,2,0,0
0.75,6,1,5,2,0,0
0.75,6,1,6,2,0,0
0.75,6,2,1,2,62,47
0.75,6,2,2,2,2,2
0.75,6,2,3,2,0,0
0.75,6,2,4,2,0,0
0.75,6,2,5,2,0,0
0.75,6,2,6,2,0,0
0,24,1,1,2,191.861471861472,0
0,24,1,2,2,13,0
0,24,1,3,2,0,0
0,24,1,4,2,0,0
0,24,1,5,2,0,0
0,24,1,6,2,0,0
0,24,2,1,2,174.149108589951,0
0,24,2,2,2,11,0
0,24,2,3,2,3,0
0,24,2,4,2,0,0
0,24,2,5,2,0,0
0,24,2,6,2,0,0
0.25,24,1,1,2,179.383506805444,45
0.25,24,1,2,2,31,8
0.25,24,1,3,2,4,1
0.25,24,1,4,2,0,0
0.25,24,1,5,2,0,0
0.25,24,1,6,2,0,0
0.25,24,2,1,2,86.4972200158856,22
0.25,24,2,2,2,45,12
0.25,24,2,3,2,15,4
0.25,24,2,4,2,0,0
0.25,24,2,5,2,0,0
0.25,24,2,6,2,0,0
0.5,24,1,1,2,113.628966639544,57
0.5,24,1,2,2,23,12
0.5,24,1,3,2,2,1
0.5,24,1,4,2,0,0
0.5,24,1,5,2,0,0
0.5,24,1,6,2,0,0
0.5,24,2,1,2,60,30
0.5,24,2,2,2,94.7933884297521,48
0.5,24,2,3,2,1,1
0.5,24,2,4,2,0,0
0.5,24,2,5,2,0,0
0.5,24,2,6,2,0,0
0.75,24,1,1,2,78.3422459893048,59
0.75,24,1,2,2,0,0
0.75,24,1,3,2,0,0
0.75,24,1,4,2,0,0
0.75,24,1,5,2,0,0
0.75,24,1,6,2,0,0
0.75,24,2,1,2,62,47
0.75,24,2,2,2,24,18
0.75,24,2,3,2,1,1
0.75,24,2,4,2,0,0
0.75,24,2,5,2,0,0
0.75,24,2,6,2,0,0
0,1,3,1,2,301.871880199667,0
0,1,3,2,2,4,0
0,1,3,3,2,0,0
0,1,3,4,2,0,0
0,1,3,5,2,0,0
0,1,3,6,2,0,0
0,1,4,1,2,171.598101265823,0
0,1,4,2,2,0,0
0,1,4,3,2,0,0
0,1,4,4,2,0,0
0,1,4,5,2,0,0
0,1,4,6,2,0,0
0.25,1,3,1,2,222.168284789644,56
0.25,1,3,2,2,1,1
0.25,1,3,3,2,0,0
0.25,1,3,4,2,0,0
0.25,1,3,5,2,0,0
0.25,1,3,6,2,0,0
0.25,1,4,1,2,198.75,50
0.25,1,4,2,2,0,0
0.25,1,4,3,2,0,0
0.25,1,4,4,2,0,0
0.25,1,4,5,2,0,0
0.25,1,4,6,2,0,0
0.5,1,3,1,2,115.664160401002,58
0.5,1,3,2,2,4,2
0.5,1,3,3,2,0,0
0.5,1,3,4,2,0,0
0.5,1,3,5,2,0,0
0.5,1,3,6,2,0,0
0.5,1,4,1,2,154.397394136808,78
0.5,1,4,2,2,1,1
0.5,1,4,3,2,0,0
0.5,1,4,4,2,0,0
0.5,1,4,5,2,0,0
0.5,1,4,6,2,0,0
0.75,1,3,1,2,116.483946750196,88
0.75,1,3,2,2,0,0
0.75,1,3,3,2,0,0
0.75,1,3,4,2,0,0
0.75,1,3,5,2,0,0
0.75,1,3,6,2,0,0
0.75,1,4,1,2,89.33910306845,67
0.75,1,4,2,2,1,1
0.75,1,4,3,2,0,0
0.75,1,4,4,2,0,0
0.75,1,4,5,2,0,0
0.75,1,4,6,2,0,0
0,6,3,1,2,197.034930950447,0
0,6,3,2,2,39,0
0,6,3,3,2,1,0
0,6,3,4,2,0,0
0,6,3,5,2,0,0
0,6,3,6,2,0,0
0,6,4,1,2,210.888710968775,0
0,6,4,2,2,17,0
0,6,4,3,2,0,0
0,6,4,4,2,0,0
0,6,4,5,2,0,0
0,6,4,6,2,0,0
0.25,6,3,1,2,241.489361702128,61
0.25,6,3,2,2,17,4
0.25,6,3,3,2,1,0
0.25,6,3,4,2,0,0
0.25,6,3,5,2,0,0
0.25,6,3,6,2,0,0
0.25,6,4,1,2,210.079051383399,53
0.25,6,4,2,2,1,1
0.25,6,4,3,2,0,0
0.25,6,4,4,2,0,0
0.25,6,4,5,2,0,0
0.25,6,4,6,2,0,0
0.5,6,3,1,2,20.530612244898,52
0.5,6,3,2,2,3,2
0.5,6,3,3,2,0,0
0.5,6,3,4,2,0,0
0.5,6,3,5,2,0,0
0.5,6,3,6,2,0,0
0.5,6,4,1,2,205.715460526316,103
0.5,6,4,2,2,1,1
0.5,6,4,3,2,0,0
0.5,6,4,4,2,0,0
0.5,6,4,5,2,0,0
0.5,6,4,6,2,0,0
0.75,6,3,1,2,76.7815191855912,58
0.75,6,3,2,2,2,2
0.75,6,3,3,2,0,0
0.75,6,3,4,2,0,0
0.75,6,3,5,2,0,0
0.75,6,3,6,2,0,0
0.75,6,4,1,2,94.0948275862069,71
0.75,6,4,2,2,3,3
0.75,6,4,3,2,1,1
0.75,6,4,4,2,0,0
0.75,6,4,5,2,0,0
0.75,6,4,6,2,0,0
0,24,3,1,2,108.178137651822,0
0,24,3,2,2,158.557175748273,0
0,24,3,3,2,20,0
0,24,3,4,2,1,0
0,24,3,5,2,0,0
0,24,3,6,2,0,0
0,24,4,1,2,196.826688364524,0
0,24,4,2,2,107.171635777599,0
0,24,4,3,2,6,0
0,24,4,4,2,0,0
0,24,4,5,2,0,0
0,24,4,6,2,0,0
0.25,24,3,1,2,133.921719109747,34
0.25,24,3,2,2,32,8
0.25,24,3,3,2,0,0
0.25,24,3,4,2,0,0
0.25,24,3,5,2,0,0
0.25,24,3,6,2,0,0
0.25,24,4,1,2,86.9670152855994,22
0.25,24,4,2,2,68,17
0.25,24,4,3,2,2,1
0.25,24,4,4,2,0,0
0.25,24,4,5,2,0,0
0.25,24,4,6,2,0,0
0.5,24,3,1,2,101.369356032568,51
0.5,24,3,2,2,34,17
0.5,24,3,3,2,3,2
0.5,24,3,4,2,0,0
0.5,24,3,5,2,0,0
0.5,24,3,6,2,0,0
0.5,24,4,1,2,152.147971360382,77
0.5,24,4,2,2,43,22
0.5,24,4,3,2,0,0
0.5,24,4,4,2,0,0
0.5,24,4,5,2,0,0
0.5,24,4,6,2,0,0
0.75,24,3,1,2,64,48
0.75,24,3,2,2,19,14
0.75,24,3,3,2,1,1
0.75,24,3,4,2,0,0
0.75,24,3,5,2,0,0
0.75,24,3,6,2,0,0
0.75,24,4,1,2,60,45
0.75,24,4,2,2,10,8
0.75,24,4,3,2,0,0
0.75,24,4,4,2,0,0
0.75,24,4,5,2,0,0
0.75,24,4,6,2,0,0
0,1,5,1,2,117.741935483871,0
0,1,5,2,2,1,0
0,1,5,3,2,0,0
0,1,5,4,2,0,0
0,1,5,5,2,0,0
0,1,5,6,2,0,0
0,1,6,1,2,203.87323943662,0
0,1,6,2,2,1,0
0,1,6,3,2,0,0
0,1,6,4,2,0,0
0,1,6,5,2,0,0
0,1,6,6,2,0,0
0.25,1,5,1,2,119.278033794163,30
0.25,1,5,2,2,1,1
0.25,1,5,3,2,0,0
0.25,1,5,4,2,0,0
0.25,1,5,5,2,0,0
0.25,1,5,6,2,0,0
0.25,1,6,1,2,172.926829268293,44
0.25,1,6,2,2,0,0
0.25,1,6,3,2,0,0
0.25,1,6,4,2,0,0
0.25,1,6,5,2,0,0
0.25,1,6,6,2,0,0
0.5,1,5,1,2,135.714285714286,68
0.5,1,5,2,2,0,0
0.5,1,5,3,2,0,0
0.5,1,5,4,2,0,0
0.5,1,5,5,2,0,0
0.5,1,5,6,2,0,0
0.5,1,6,1,2,114.495481927711,58
0.5,1,6,2,2,0,0
0.5,1,6,3,2,0,0
0.5,1,6,4,2,0,0
