hRate,dTime,landscape,patch,gen,count,harvest
0.5,1,6,5,2,0,0
0.5,1,6,6,2,0,0
0.75,1,5,1,2,25,18
0.75,1,5,2,2,0,0
0.75,1,5,3,2,0,0
0.75,1,5,4,2,0,0
0.75,1,5,5,2,0,0
0.75,1,5,6,2,0,0
0.75,1,6,1,2,60,45
0.75,1,6,2,2,0,0
0.75,1,6,3,2,0,0
0.75,1,6,4,2,0,0
0.75,1,6,5,2,0,0
0.75,1,6,6,2,0,0
0,6,5,1,2,252.061438965238,0
0,6,5,2,2,163.549160671463,0
0,6,5,3,2,4,0
0,6,5,4,2,1,0
0,6,5,5,2,0,0
0,6,5,6,2,0,0
0,6,6,1,2,156.39127045986,0
0,6,6,2,2,1,0
0,6,6,3,2,0,0
0,6,6,4,2,0,0
0,6,6,5,2,0,0
0,6,6,6,2,0,0
0.25,6,5,1,2,126.84,32
0.25,6,5,2,2,5,1
0.25,6,5,3,2,0,0
0.25,6,5,4,2,0,0
0.25,6,5,5,2,0,0
0.25,6,5,6,2,0,0
0.25,6,6,1,2,130.386513157895,33
0.25,6,6,2,2,1,1
0.25,6,6,3,2,0,0
0.25,6,6,4,2,0,0
0.25,6,6,5,2,0,0
0.25,6,6,6,2,0,0
0.5,6,5,1,2,94.8676824378508,48
0.5,6,5,2,2,2,1
0.5,6,5,3,2,0,0
0.5,6,5,4,2,0,0
0.5,6,5,5,2,0,0
0.5,6,5,6,2,0,0
0.5,6,6,1,2,149.057344854674,75
0.5,6,6,2,2,4,2
0.5,6,6,3,2,2,1
0.5,6,6,4,2,0,0
0.5,6,6,5,2,0,0
0.5,6,6,6,2,0,0
0.75,6,5,1,2,59,44
0.75,6,5,2,2,2,1
0.75,6,5,3,2,0,0
0.75,6,5,4,2,0,0
0.75,6,5,5,2,0,0
0.75,6,5,6,2,0,0
0.75,6,6,1,2,104.2101042502,79
0.75,6,6,2,2,1,1
0.75,6,6,3,2,0,0
0.75,6,6,4,2,0,0
0.75,6,6,5,2,0,0
0.75,6,6,6,2,0,0
0,24,5,1,2,110.943695479778,0
0,24,5,2,2,78.314606741573,0
0,24,5,3,2,1,0
0,24,5,4,2,0,0
0,24,5,5,2,0,0
0,24,5,6,2,0,0
0,24,6,1,2,105.394524959742,0
0,24,6,2,2,52,0
0,24,6,3,2,1,0
0,24,6,4,2,0,0
0,24,6,5,2,0,0
0,24,6,6,2,0,0
0.25,24,5,1,2,172.706422018349,44
0.25,24,5,2,2,13,4
0.25,24,5,3,2,0,0
0.25,24,5,4,2,0,0
0.25,24,5,5,2,0,0
0.25,24,5,6,2,0,0
0.25,24,6,1,2,270.336269015212,68
0.25,24,6,2,2,24,6
0.25,24,6,3,2,0,0
0.25,24,6,4,2,0,0
0.25,24,6,5,2,0,0
0.25,24,6,6,2,0,0
0.5,24,5,1,2,58,29
0.5,24,5,2,2,12,6
0.5,24,5,3,2,0,0
0.5,24,5,4,2,0,0
0.5,24,5,5,2,0,0
0.5,24,5,6,2,0,0
0.5,24,6,1,2,91.6614615865084,46
0.5,24,6,2,2,5,3
0.5,24,6,3,2,0,0
0.5,24,6,4,2,0,0
0.5,24,6,5,2,0,0
0.5,24,6,6,2,0,0
0.75,24,5,1,2,155.3125,117
0.75,24,5,2,2,11,9
0.75,24,5,3,2,0,0
0.75,24,5,4,2,0,0
0.75,24,5,5,2,0,0
0.75,24,5,6,2,0,0
0.75,24,6,1,2,51,39
0.75,24,6,2,2,3,3
0.75,24,6,3,2,0,0
0.75,24,6,4,2,0,0
0.75,24,6,5,2,0,0
0.75,24,6,6,2,0,0
0,1,7,1,2,242.645883293365,0
0,1,7,2,2,0,0
0,1,7,3,2,0,0
0,1,7,4,2,0,0
0,1,7,5,2,0,0
0,1,7,6,2,0,0
0,1,8,1,2,205.913570887036,0
0,1,8,2,2,4,0
0,1,8,3,2,0,0
0,1,8,4,2,0,0
0,1,8,5,2,0,0
0,1,8,6,2,0,0
0.25,1,7,1,2,216.914498141264,55
0.25,1,7,2,2,2,1
0.25,1,7,3,2,0,0
0.25,1,7,4,2,0,0
0.25,1,7,5,2,0,0
0.25,1,7,6,2,0,0
0.25,1,8,1,2,255.484387510008,64
0.25,1,8,2,2,6,2
0.25,1,8,3,2,0,0
0.25,1,8,4,2,0,0
0.25,1,8,5,2,0,0
0.25,1,8,6,2,0,0
0.5,1,7,1,2,150.346687211094,76
0.5,1,7,2,2,2,1
0.5,1,7,3,2,0,0
0.5,1,7,4,2,0,0
0.5,1,7,5,2,0,0
0.5,1,7,6,2,0,0
0.5,1,8,1,2,172.630331753555,87
0.5,1,8,2,2,15,8
0.5,1,8,3,2,0,0
0.5,1,8,4,2,0,0
0.5,1,8,5,2,0,0
0.5,1,8,6,2,0,0
0.75,1,7,1,2,132.914375490966,100
0.75,1,7,2,2,0,0
0.75,1,7,3,2,0,0
0.75,1,7,4,2,0,0
0.75,1,7,5,2,0,0
0.75,1,7,6,2,0,0
0.75,1,8,1,2,96.4549483013294,73
0.75,1,8,2,2,2,2
0.75,1,8,3,2,0,0
0.75,1,8,4,2,0,0
0.75,1,8,5,2,0,0
0.75,1,8,6,2,0,0
0,6,7,1,2,251.067073170732,0
0,6,7,2,2,24,0
0,6,7,3,2,0,0
0,6,7,4,2,0,0
0,6,7,5,2,0,0
0,6,7,6,2,0,0
0,6,8,1,2,286.98347107438,0
0,6,8,2,2,18,0
0,6,8,3,2,0,0
0,6,8,4,2,0,0
0,6,8,5,2,0,0
0,6,8,6,2,0,0
0.25,6,7,1,2,158.823529411765,40
0.25,6,7,2,2,16,4
0.25,6,7,3,2,0,0
0.25,6,7,4,2,0,0
0.25,6,7,5,2,0,0
0.25,6,7,6,2,0,0
0.25,6,8,1,2,194.497228820269,49
0.25,6,8,2,2,35,8
0.25,6,8,3,2,0,0
0.25,6,8,4,2,0,0
0.25,6,8,5,2,0,0
0.25,6,8,6,2,0,0
0.5,6,7,1,2,153.579766536965,77
0.5,6,7,2,2,4,3
0.5,6,7,3,2,0,0
0.5,6,7,4,2,0,0
0.5,6,7,5,2,0,0
0.5,6,7,6,2,0,0
0.5,6,8,1,2,210.300081103001,106
0.5,6,8,2,2,14,7
0.5,6,8,3,2,0,0
0.5,6,8,4,2,0,0
0.5,6,8,5,2,0,0
0.5,6,8,6,2,0,0
0.75,6,7,1,2,151.462663587375,114
0.75,6,7,2,2,2,2
0.75,6,7,3,2,0,0
0.75,6,7,4,2,0,0
0.75,6,7,5,2,0,0
0.75,6,7,6,2,0,0
0.75,6,8,1,2,110.588657573582,83
0.75,6,8,2,2,30,23
0.75,6,8,3,2,0,0
0.75,6,8,4,2,0,0
0.75,6,8,5,2,0,0
0.75,6,8,6,2,0,0
0,24,7,1,2,146.687948922586,0
0,24,7,2,2,146.687948922586,0
0,24,7,3,2,3,0
0,24,7,4,2,0,0
0,24,7,5,2,0,0
0,24,7,6,2,0,0
0,24,8,1,2,211.035856573705,0
0,24,8,2,2,113.383637807784,0
0,24,8,3,2,18,0
0,24,8,4,2,2,0
0,24,8,5,2,0,0
0,24,8,6,2,0,0
0.25,24,7,1,2,175.6927949327,44
0.25,24,7,2,2,66,17
0.25,24,7,3,2,0,0
0.25,24,7,4,2,0,0
0.25,24,7,5,2,0,0
0.25,24,7,6,2,0,0
0.25,24,8,1,2,198.353040540541,50
0.25,24,8,2,2,47,12
0.25,24,8,3,2,1,1
0.25,24,8,4,2,0,0
0.25,24,8,5,2,0,0
0.25,24,8,6,2,0,0
0.5,24,7,1,2,135.562310030395,68
0.5,24,7,2,2,68,34
0.5,24,7,3,2,3,2
0.5,24,7,4,2,0,0
0.5,24,7,5,2,0,0
0.5,24,7,6,2,0,0
0.5,24,8,1,2,144.300314465409,73
0.5,24,8,2,2,55,28
0.5,24,8,3,2,2,1
0.5,24,8,4,2,0,0
0.5,24,8,5,2,0,0
0.5,24,8,6,2,0,0
0.75,24,7,1,2,79.8438608942513,60
0.75,24,7,2,2,61,38
0.75,24,7,3,2,0,0
0.75,24,7,4,2,0,0
0.75,24,7,5,2,0,0
0.75,24,7,6,2,0,0
0.75,24,8,1,2,112.731481481481,85
0.75,24,8,2,2,50,46
0.75,24,8,3,2,2,2
0.75,24,8,4,2,0,0
0.75,24,8,5,2,0,0
0.75,24,8,6,2,0,0
0,1,9,1,2,234.560570071259,0
0,1,9,2,2,14,0
0,1,9,3,2,0,0
0,1,9,4,2,0,0
0,1,9,5,2,0,0
0,1,9,6,2,0,0
0,1,10,1,2,185.674381484437,0
0,1,10,2,2,2,0
0,1,10,3,2,0,0
0,1,10,4,2,0,0
0,1,10,5,2,0,0
0,1,10,6,2,0,0
0.25,1,9,1,2,211.983805668016,53
0.25,1,9,2,2,0,0
0.25,1,9,3,2,0,0
0.25,1,9,4,2,1,1
0.25,1,9,5,2,0,0
0.25,1,9,6,2,0,0
0.25,1,10,1,2,101.493710691824,3
0.25,1,10,2,2,0,0
0.25,1,10,3,2,0,0
0.25,1,10,4,2,0,0
0.25,1,10,5,2,0,0
0.25,1,10,6,2,0,0
0.5,1,9,1,2,113.197026022305,57
0.5,1,9,2,2,0,0
0.5,1,9,3,2,0,0
0.5,1,9,4,2,0,0
0.5,1,9,5,2,0,0
0.5,1,9,6,2,0,0
0.5,1,10,1,2,135.668534827862,68
0.5,1,10,2,2,0,0
0.5,1,10,3,2,0,0
0.5,1,10,4,2,0,0
0.5,1,10,5,2,0,0
0.5,1,10,6,2,0,0
0.75,1,9,1,2,95.4545454545455,72
0.75,1,9,2,2,2,2
0.75,1,9,3,2,0,0
0.75,1,9,4,2,0,0
0.75,1,9,5,2,0,0
0.75,1,9,6,2,0,0
0.75,1,10,1,2,64,48
0.75,1,10,2,2,0,0
0.75,1,10,3,2,0,0
0.75,1,10,4,2,0,0
0.75,1,10,5,2,0,0
0.75,1,10,6,2,0,0
0,6,9,1,2,240.468227424749,0
0,6,9,2,2,38,0
0,6,9,3,2,0,0
0,6,9,4,2,0,0
0,6,9,5,2,0,0
0,6,9,6,2,0,0
0,6,10,1,2,219.610182975338,0
0,6,10,2,2,11,0
0,6,10,3,2,11,0
0,6,10,4,2,0,0
0,6,10,5,2,0,0
0,6,10,6,2,0,0
0.25,6,9,1,2,224.739791833467,57
0.25,6,9,2,2,2,1
0.25,6,9,3,2,0,0
0.25,6,9,4,2,0,0
0.25,6,9,5,2,0,0
0.25,6,9,6,2,0,0
0.25,6,10,1,2,206.300484652666,52
0.25,6,10,2,2,2,1
0.25,6,10,3,2,0,0
0.25,6,10,4,2,0,0
0.25,6,10,5,2,0,0
0.25,6,10,6,2,0,0
0.5,6,9,1,2,181.212381771281,91
0.5,6,9,2,2,50,25
0.5,6,9,3,2,0,0
0.5,6,9,4,2,0,0
0.5,6,9,5,2,0,0
0.5,6,9,6,2,0,0
0.5,6,10,1,2,96.9945355191257,49
0.5,6,10,2,2,2,1
0.5,6,10,3,2,0,0
0.5,6,10,4,2,0,0
0.5,6,10,5,2,0,0
0.5,6,10,6,2,0,0
0.75,6,9,1,2,92.5488599348534,70
0.75,6,9,2,2,2,2
0.75,6,9,3,2,0,0
0.75,6,9,4,2,0,0
0.75,6,9,5,2,0,0
0.75,6,9,6,2,0,0
0.75,6,10,1,2,63,47
0.75,6,10,2,2,4,3
0.75,6,10,3,2,0,0
0.75,6,10,4,2,0,0
0.75,6,10,5,2,0,0
0.75,6,10,6,2,0,0
0,24,9,1,2,206.12,0
0,24,9,2,2,120.410628019324,0
0,24,9,3,2,12,0
0,24,9,4,2,0,0
0,24,9,5,2,0,0
0,24,9,6,2,0,0
0,24,10,1,2,222.643097643098,0
0,24,10,2,2,126.879271070615,0
0,24,10,3,2,29,0
0,24,10,4,2,1,0
0,24,10,5,2,1,0
0,24,10,6,2,0,0
0.25,24,9,1,2,67,17
0.25,24,9,2,2,30,8
0.25,24,9,3,2,0,0
0.25,24,9,4,2,0,0
0.25,24,9,5,2,0,0
0.25,24,9,6,2,0,0
0.25,24,10,1,2,211.610793131643,53
0.25,24,10,2,2,31,8
0.25,24,10,3,2,0,0
0.25,24,10,4,2,0,0
0.25,24,10,5,2,0,0
0.25,24,10,6,2,0,0
0.5,24,9,1,2,122.254819782062,62
0.5,24,9,2,2,46,23
0.5,24,9,3,2,1,1
0.5,24,9,4,2,0,0
0.5,24,9,5,2,0,0
0.5,24,9,6,2,0,0
0.5,24,10,1,2,91.2386706948641,46
0.5,24,10,2,2,53,27
0.5,24,10,3,2,0,0
0.5,24,10,4,2,0,0
0.5,24,10,5,2,0,0
0.5,24,10,6,2,0,0
0.75,24,9,1,2,81.3119755911518,61
0.75,24,9,2,2,8,6
0.75,24,9,3,2,0,0
0.75,24,9,4,2,0,0
0.75,24,9,5,2,0,0
0.75,24,9,6,2,0,0
0.75,24,10,1,2,38,29
0.75,24,10,2,2,0,0
0.75,24,10,3,2,0,0
0.75,24,10,4,2,0,0
0.75,24,10,5,2,0,0
0.75,24,10,6,2,0,0
0,1,1,1,3,246.233443708609,0
0,1,1,2,3,2,0
0,1,1,3,3,0,0
0,1,1,4,3,0,0
0,1,1,5,3,0,0
0,1,1,6,3,0,0
0,1,2,1,3,331.776859504132,0
0,1,2,2,3,7,0
0,1,2,3,3,0,0
0,1,2,4,3,0,0
0,1,2,5,3,0,0
0,1,2,6,3,0,0
0.25,1,1,1,3,247.061365600691,62
0.25,1,1,2,3,4,1
0.25,1,1,3,3,0,0
0.25,1,1,4,3,0,0
0.25,1,1,5,3,0,0
0.25,1,1,6,3,0,0
0.25,1,2,1,3,297.509578544061,75
0.25,1,2,2,3,46,12
0.25,1,2,3,3,0,0
0.25,1,2,4,3,0,0
0.25,1,2,5,3,0,0
0.25,1,2,6,3,0,0
0.5,1,1,1,3,56,28
0.5,1,1,2,3,0,0
0.5,1,1,3,3,0,0
0.5,1,1,4,3,0,0
0.5,1,1,5,3,0,0
0.5,1,1,6,3,0,0
0.5,1,2,1,3,156.320968962907,79
0.5,1,2,2,3,11,6
0.5,1,2,3,3,0,0
0.5,1,2,4,3,0,0
0.5,1,2,5,3,0,0
0.5,1,2,6,3,0,0
0.75,1,1,1,3,105.829596412556,80
0.75,1,1,2,3,0,0
0.75,1,1,3,3,0,0
0.75,1,1,4,3,0,0
0.75,1,1,5,3,0,0
0.75,1,1,6,3,0,0
0.75,1,2,1,3,72,54
0.75,1,2,2,3,1,1
0.75,1,2,3,3,0,0
0.75,1,2,4,3,0,0
0.75,1,2,5,3,0,0
0.75,1,2,6,3,0,0
0,6,1,1,3,161.829268292683,0
0,6,1,2,3,22,0
0,6,1,3,3,1,0
0,6,1,4,3,0,0
0,6,1,5,3,0,0
0,6,1,6,3,0,0
0,6,2,1,3,306.849876948318,0
0,6,2,2,3,35,0
0,6,2,3,3,0,0
0,6,2,4,3,0,0
0,6,2,5,3,0,0
0,6,2,6,3,0,0
0.25,6,1,1,3,243.008130081301,61
0.25,6,1,2,3,56.8642745709828,15
0.25,6,1,3,3,4,1
0.25,6,1,4,3,0,0
0.25,6,1,5,3,0,0
0.25,6,1,6,3,0,0
0.25,6,2,1,3,257.183441558442,65
0.25,6,2,2,3,65,17
0.25,6,2,3,3,1,1
0.25,6,2,4,3,0,0
0.25,6,2,5,3,0,0
0.25,6,2,6,3,0,0
0.5,6,1,1,3,166.911165444173,84
0.5,6,1,2,3,2,1
0.5,6,1,3,3,0,0
0.5,6,1,4,3,0,0
0.5,6,1,5,3,0,0
0.5,6,1,6,3,0,0
0.5,6,2,1,3,189.467501957713,95
0.5,6,2,2,3,33,17
0.5,6,2,3,3,0,0
0.5,6,2,4,3,0,0
0.5,6,2,5,3,0,0
0.5,6,2,6,3,0,0
0.75,6,1,1,3,38,29
0.75,6,1,2,3,4,3
0.75,6,1,3,3,0,0
0.75,6,1,4,3,0,0
0.75,6,1,5,3,0,0
0.75,6,1,6,3,0,0
0.75,6,2,1,3,29,22
0.75,6,2,2,3,1,1
0.75,6,2,3,3,0,0
0.75,6,2,4,3,0,0
0.75,6,2,5,3,0,0
0.75,6,2,6,3,2,2
0,24,1,1,3,297.684036393714,0
0,24,1,2,3,69,0
0,24,1,3,3,0,0
0,24,1,4,3,0,0
0,24,1,5,3,0,0
0,24,1,6,3,0,0
0,24,2,1,3,202.297410192147,0
0,24,2,2,3,125.747776879547,0
0,24,2,3,3,36,0
0,24,2,4,3,1,0
0,24,2,5,3,0,0
0,24,2,6,3,0,0
0.25,24,1,1,3,290.533778148457,73
0.25,24,1,2,3,124.437548487199,32
0.25,24,1,3,3,52,13
0.25,24,1,4,3,3,1
0.25,24,1,5,3,0,0
0.25,24,1,6,3,0,0
0.25,24,2,1,3,126.721439749609,32
0.25,24,2,2,3,114.992088607595,29
0.25,24,2,3,3,32,8
0.25,24,2,4,3,1,1
0.25,24,2,5,3,0,0
0.25,24,2,6,3,0,0
0.5,24,1,1,3,125.94262295082,63
0.5,24,1,2,3,39,20
0.5,24,1,3,3,4,2
0.5,24,1,4,3,0,0
0.5,24,1,5,3,0,0
0.5,24,1,6,3,0,0
0.5,24,2,1,3,94.8512585812357,48
0.5,24,2,2,3,107.252215954875,54
0.5,24,2,3,3,14,7
0.5,24,2,4,3,0,0
0.5,24,2,5,3,0,0
0.5,24,2,6,3,0,0
0.75,24,1,1,3,44,33
0.75,24,1,2,3,4,3
0.75,24,1,3,3,0,0
0.75,24,1,4,3,0,0
0.75,24,1,5,3,0,0
0.75,24,1,6,3,1,1
0.75,24,2,1,3,56,42
0.75,24,2,2,3,22,17
0.75,24,2,3,3,0,0
0.75,24,2,4,3,0,0
0.75,24,2,5,3,0,0
0.75,24,2,6,3,0,0
0,1,3,1,3,399.533502968617,0
0,1,3,2,3,13,0
0,1,3,3,3,0,0
0,1,3,4,3,0,0
0,1,3,5,3,0,0
0,1,3,6,3,3,0
0,1,4,1,3,344.348184818482,0
0,1,4,2,3,11,0
0,1,4,3,3,0,0
0,1,4,4,3,0,0
0,1,4,5,3,0,0
0,1,4,6,3,0,0
0.25,1,3,1,3,319.886363636364,80
0.25,1,3,2,3,7,2
0.25,1,3,3,3,0,0
0.25,1,3,4,3,0,0
0.25,1,3,5,3,0,0
0.25,1,3,6,3,0,0
0.25,1,4,1,3,303.054662379421,76
0.25,1,4,2,3,4,1
0.25,1,4,3,3,0,0
0.25,1,4,4,3,0,0
0.25,1,4,5,3,0,0
0.25,1,4,6,3,0,0
0.5,1,3,1,3,175.478927203065,88
0.5,1,3,2,3,39,20
0.5,1,3,3,3,0,0
0.5,1,3,4,3,0,0
0.5,1,3,5,3,0,0
0.5,1,3,6,3,0,0
0.5,1,4,1,3,234.076682316119,92
0.5,1,4,2,3,1,1
0.5,1,4,3,3,0,0
0.5,1,4,4,3,0,0
0.5,1,4,5,3,0,0
0.5,1,4,6,3,0,0
0.75,1,3,1,3,119.899536321484,67
0.75,1,3,2,3,2,2
0.75,1,3,3,3,0,0
0.75,1,3,4,3,0,0
0.75,1,3,5,3,0,0
0.75,1,3,6,3,0,0
0.75,1,4,1,3,87.4235474006116,0
0.75,1,4,2,3,2,2
0.75,1,4,3,3,0,0
0.75,1,4,4,3,0,0
0.75,1,4,5,3,0,0
0.75,1,4,6,3,0,0
0,6,3,1,3,285.979049153908,0
0,6,3,2,3,133.784860557769,0
0,6,3,3,3,18,0
0,6,3,4,3,0,0
0,6,3,5,3,0,0
0,6,3,6,3,1,0
0,6,4,1,3,282.678132678133,0
0,6,4,2,3,99.2,0
0,6,4,3,3,3,0
0,6,4,4,3,0,0
0,6,4,5,3,0,0
0,6,4,6,3,0,0
0.25,6,3,1,3,355.183673469388,89
0.25,6,3,2,3,45,12
0.25,6,3,3,3,5,2
0.25,6,3,4,3,0,0
0.25,6,3,5,3,0,0
0.25,6,3,6,3,0,0
0.25,6,4,1,3,326.149425287356,82
0.25,6,4,2,3,13,4
0.25,6,4,3,3,0,0
0.25,6,4,4,3,0,0
0.25,6,4,5,3,0,0
0.25,6,4,6,3,0,0
0.5,6,3,1,3,150.080710250202,76
0.5,6,3,2,3,11,6
0.5,6,3,3,3,0,0
0.5,6,3,4,3,0,0
0.5,6,3,5,3,0,0
0.5,6,3,6,3,0,0
0.5,6,4,1,3,225.120967741935,113
0.5,6,4,2,3,6,3
0.5,6,4,3,3,0,0
0.5,6,4,4,3,0,0
0.5,6,4,5,3,0,0
0.5,6,4,6,3,0,0
0.75,6,3,1,3,50,38
0.75,6,3,2,3,1,1
0.75,6,3,3,3,0,0
0.75,6,3,4,3,0,0
0.75,6,3,5,3,0,0
0.75,6,3,6,3,0,0
0.75,6,4,1,3,107.737169517885,81
0.75,6,4,2,3,0,0
0.75,6,4,3,3,0,0
0.75,6,4,4,3,0,0
0.75,6,4,5,3,0,0
0.75,6,4,6,3,0,0
0,24,3,1,3,263.681592039801,0
0,24,3,2,3,146.232339089482,0
0,24,3,3,3,140.642799023596,0
0,24,3,4,3,43,0
0,24,3,5,3,0,0
0,24,3,6,3,0,0
0,24,4,1,3,315.472312703583,0
0,24,4,2,3,190.053970701619,0
0,24,4,3,3,106.205164992826,0
0,24,4,4,3,0,0
0,24,4,5,3,0,0
0,24,4,6,3,0,0
0.25,24,3,1,3,214.393368500377,54
0.25,24,3,2,3,97.7549467275495,25
0.25,24,3,3,3,28,7
0.25,24,3,4,3,1,10
0.25,24,3,5,3,0,0
0.25,24,3,6,3,0,0
0.25,24,4,1,3,161.884961884962,41
0.25,24,4,2,3,155.273752012882,39
0.25,24,4,3,3,60,15
0.25,24,4,4,3,1,1
0.25,24,4,5,3,0,0
0.25,24,4,6,3,0,0
0.5,24,3,1,3,115.052552552553,58
0.5,24,3,2,3,98.2540861812779,50
0.5,24,3,3,3,16,8
0.5,24,3,4,3,0,0
0.5,24,3,5,3,0,0
0.5,24,3,6,3,0,0
0.5,24,4,1,3,130.535279805353,66
0.5,24,4,2,3,120.547945205479,61
0.5,24,4,3,3,20,10
0.5,24,4,4,3,0,0
0.5,24,4,5,3,0,0
0.5,24,4,6,3,0,0
0.75,24,3,1,3,40,30
0.75,24,3,2,3,34,26
0.75,24,3,3,3,0,0
0.75,24,3,4,3,0,0
0.75,24,3,5,3,0,0
0.75,24,3,6,3,0,0
0.75,24,4,1,3,54,41
0.75,24,4,2,3,24,18
0.75,24,4,3,3,0,0
0.75,24,4,4,3,0,0
0.75,24,4,5,3,0,0
0.75,24,4,6,3,0,0
0,1,5,1,3,189.680685358255,0
0,1,5,2,3,0,0
0,1,5,3,3,0,0
0,1,5,4,3,0,0
0,1,5,5,3,0,0
0,1,5,6,3,0,0
0,1,6,1,3,324.101307189543,0
0,1,6,2,3,28,0
0,1,6,3,3,0,0
0,1,6,4,3,0,0
0,1,6,5,3,0,0
0,1,6,6,3,0,0
0.25,1,5,1,3,248.672566371681,63
0.25,1,5,2,3,0,0
0.25,1,5,3,3,0,0
0.25,1,5,4,3,0,0
0.25,1,5,5,3,0,0
0.25,1,5,6,3,0,0
0.25,1,6,1,3,208.964143426295,53
0.25,1,6,2,3,0,0
0.25,1,6,3,3,0,0
0.25,1,6,4,3,0,0
0.25,1,6,5,3,0,0
0.25,1,6,6,3,0,0
0.5,1,5,1,3,151.983218916857,77
0.5,1,5,2,3,0,0
0.5,1,5,3,3,0,0
0.5,1,5,4,3,0,0
0.5,1,5,5,3,0,0
0.5,1,5,6,3,0,0
0.5,1,6,1,3,177.725856697819,89
0.5,1,6,2,3,18,1
0.5,1,6,3,3,1,0
0.5,1,6,4,3,0,0
0.5,1,6,5,3,0,0
0.5,1,6,6,3,0,0
0.75,1,5,1,3,30,23
0.75,1,5,2,3,0,0
0.75,1,5,3,3,0,0
0.75,1,5,4,3,0,0
0.75,1,5,5,3,0,0
0.75,1,5,6,3,0,0
0.75,1,6,1,3,50,38
0.75,1,6,2,3,4,3
0.75,1,6,3,3,0,0
0.75,1,6,4,3,0,0
0.75,1,6,5,3,0,0
0.75,1,6,6,3,0,0
0,6,5,1,3,270.271416454623,0
0,6,5,2,3,361.409395973154,0
0,6,5,3,3,93.2716568544996,0
0,6,5,4,3,1,0
0,6,5,5,3,0,0
0,6,5,6,3,0,0
0,6,6,1,3,294.426623897354,0
0,6,6,2,3,54,0
0,6,6,3,3,0,0
0,6,6,4,3,0,0
0,6,6,5,3,0,0
0,6,6,6,3,0,0
0.25,6,5,1,3,206.191222570533,52
0.25,6,5,2,3,27,7
0.25,6,5,3,3,0,0
0.25,6,5,4,3,0,0
0.25,6,5,5,3,0,0
0.25,6,5,6,3,0,0
0.25,6,6,1,3,188.401861908456,48
0.25,6,6,2,3,0,0
0.25,6,6,3,3,1,1
0.25,6,6,4,3,0,0
0.25,6,6,5,3,0,0
0.25,6,6,6,3,0,0
0.5,6,5,1,3,153.084040092521,77
0.5,6,5,2,3,12,6
0.5,6,5,3,3,0,0
0.5,6,5,4,3,0,0
0.5,6,5,5,3,0,0
0.5,6,5,6,3,0,0
0.5,6,6,1,3,199.728260869565,100
0.5,6,6,2,3,36,18
0.5,6,6,3,3,15,8
0.5,6,6,4,3,0,0
0.5,6,6,5,3,0,0
0.5,6,6,6,3,0,0
0.75,6,5,1,3,103.513513513514,78
0.75,6,5,2,3,0,0
0.75,6,5,3,3,0,0
0.75,6,5,4,3,0,0
0.75,6,5,5,3,0,0
0.75,6,5,6,3,0,0
0.75,6,6,1,3,63,48
0.75,6,6,2,3,8,6
0.75,6,6,3,3,2,2
0.75,6,6,4,3,0,0
0.75,6,6,5,3,0,0
0.75,6,6,6,3,0,0
0,24,5,1,3,253.154952076677,0
0,24,5,2,3,138.095238095238,0
0,24,5,3,3,57,0
0,24,5,4,3,1,0
0,24,5,5,3,0,0
0,24,5,6,3,0,0
0,24,6,1,3,250.963020030817,0
0,24,6,2,3,127.876447876448,0
0,24,6,3,3,75,0
0,24,6,4,3,1,0
0,24,6,5,3,0,0
0,24,6,6,3,0,0
0.25,24,5,1,3,248.477366255144,63
0.25,24,5,2,3,80.7844690966719,21
0.25,24,5,3,3,4,1
0.25,24,5,4,3,0,0
0.25,24,5,5,3,0,0
0.25,24,5,6,3,0,0
0.25,24,6,1,3,274.2983159583,69
0.25,24,6,2,3,135.408406026963,34
0.25,24,6,3,3,0,0
0.25,24,6,4,3,0,0
0.25,24,6,5,3,0,0
0.25,24,6,6,3,0,0
0.5,24,5,1,3,103.477588871716,52
0.5,24,5,2,3,64,32
0.5,24,5,3,3,3,2
0.5,24,5,4,3,0,0
0.5,24,5,5,3,0,0
0.5,24,5,6,3,0,0
0.5,24,6,1,3,163.615560640732,82
0.5,24,6,2,3,0,0
0.5,24,6,3,3,0,0
0.5,24,6,4,3,0,0
0.5,24,6,5,3,0,0
0.5,24,6,6,3,0,0
0.75,24,5,1,3,75,57
0.75,24,5,2,3,33,24
0.75,24,5,3,3,0,0
0.75,24,5,4,3,0,0
0.75,24,5,5,3,0,0
0.75,24,5,6,3,0,0
0.75,24,6,1,3,33,24
0.75,24,6,2,3,0,0
0.75,24,6,3,3,0,0
0.75,24,6,4,3,0,0
0.75,24,6,5,3,0,0
0.75,24,6,6,3,0,0
0,1,7,1,3,358.206429780034,0
0,1,7,2,3,1,0
0,1,7,3,3,0,0
0,1,7,4,3,0,0
0,1,7,5,3,0,0
0,1,7,6,3,0,0
0,1,8,1,3,321.622701838529,0
0,1,8,2,3,48,0
0,1,8,3,3,0,0
0,1,8,4,3,0,0
0,1,8,5,3,0,0
0,1,8,6,3,0,0
0.25,1,7,1,3,282.704918032787,71
0.25,1,7,2,3,15,4
0.25,1,7,3,3,1,0
0.25,1,7,4,3,0,0
0.25,1,7,5,3,0,0
0.25,1,7,6,3,0,0
0.25,1,8,1,3,313.42082980525,79
0.25,1,8,2,3,23,6
0.25,1,8,3,3,0,0
0.25,1,8,4,3,0,0
0.25,1,8,5,3,0,0
0.25,1,8,6,3,0,0
