time_point,date_time,temp_F,RH
3109,7/2/18 19:33,88.135,55.202
3110,7/2/18 19:48,88.135,55.362
3111,7/2/18 20:03,88.18,56.925
3112,7/2/18 20:18,88.135,56.254
3113,7/2/18 20:33,88.18,56.512
3114,7/2/18 20:48,88.18,56.448
3115,7/2/18 21:03,88.135,54.915
3116,7/2/18 21:18,88.135,54.532
3117,7/2/18 21:33,88.135,54.148
3118,7/2/18 21:48,88.135,54.628
3119,7/2/18 22:03,88.135,55.171
3120,7/2/18 22:18,88.135,55.234
3121,7/2/18 22:33,88.135,55.521
3122,7/2/18 22:48,88.135,54.883
3123,7/2/18 23:03,88.09,55.263
3124,7/2/18 23:18,88.135,55.649
3125,7/2/18 23:33,88.135,55.362
3126,7/2/18 23:48,88.09,54.943
3127,7/3/18 0:03,88.09,55.039
3128,7/3/18 0:18,88.09,54.72
3129,7/3/18 0:33,88.043,54.556
3130,7/3/18 0:48,88.043,54.237
3131,7/3/18 1:03,88.043,54.492
3132,7/3/18 1:18,88.043,54.588
3133,7/3/18 1:33,88.043,54.492
3134,7/3/18 1:48,88.043,54.46
3135,7/3/18 2:03,88.043,54.492
3136,7/3/18 2:18,88.043,54.652
3137,7/3/18 2:33,87.998,54.393
3138,7/3/18 2:48,88.043,54.716
3139,7/3/18 3:03,87.998,54.521
3140,7/3/18 3:18,87.998,54.649
3141,7/3/18 3:33,87.998,54.777
3142,7/3/18 3:48,87.998,54.073
3143,7/3/18 4:03,87.998,53.977
3144,7/3/18 4:18,87.998,53.945
3145,7/3/18 4:33,87.998,54.073
3146,7/3/18 4:48,87.998,54.265
3147,7/3/18 5:03,87.998,53.977
3148,7/3/18 5:18,87.998,54.201
3149,7/3/18 5:33,87.998,54.585
3150,7/3/18 5:48,87.998,54.073
3151,7/3/18 6:03,87.951,55.921
3152,7/3/18 6:18,88.043,55.514
3153,7/3/18 6:33,88.043,54.908
3154,7/3/18 6:48,88.043,55.355
3155,7/3/18 7:03,88.043,55.131
3156,7/3/18 7:18,88.043,55.546
3157,7/3/18 7:33,88.09,55.868
3158,7/3/18 7:48,88.043,55.482
3159,7/3/18 8:03,88.09,55.422
3160,7/3/18 8:18,88.09,55.295
3161,7/3/18 8:33,88.09,55.199
3162,7/3/18 8:48,88.09,55.007
3163,7/3/18 9:03,88.09,55.486
3164,7/3/18 9:18,88.09,55.039
3165,7/3/18 9:33,88.09,55.295
3166,7/3/18 9:48,87.723,52.962
3167,7/3/18 10:03,87.678,50.023
3168,7/3/18 10:18,87.998,52.017
3169,7/3/18 10:33,87.312,46.447
3170,7/3/18 10:48,88.043,47.804
3171,7/3/18 11:03,88.135,47.517
3172,7/3/18 11:18,88.18,47.356
3173,7/3/18 11:33,88.227,47.947
3174,7/3/18 11:48,88.227,48.795
3175,7/3/18 12:03,88.227,48.013
3176,7/3/18 12:18,88.227,48.469
3177,7/3/18 12:33,88.227,49.12
3178,7/3/18 12:48,87.861,46.123
3179,7/3/18 13:03,88.18,46.767
3180,7/3/18 13:18,88.227,48.6
3181,7/3/18 13:33,88.272,50.551
3182,7/3/18 13:48,88.272,49.319
3183,7/3/18 14:03,88.043,47.118
3184,7/3/18 14:18,88.227,48.567
3185,7/3/18 14:33,88.272,48.081
3186,7/3/18 14:48,88.272,48.277
3187,7/3/18 15:03,88.272,48.472
3188,7/3/18 15:18,88.272,49.579
3189,7/3/18 15:33,88.272,50.26
3190,7/3/18 15:48,88.272,51.198
3191,7/3/18 16:03,88.135,45.518
3192,7/3/18 16:18,88.272,50
3193,7/3/18 16:33,88.318,50.814
3194,7/3/18 16:48,88.272,50.713
3195,7/3/18 17:03,88.272,51.328
3196,7/3/18 17:18,88.227,52.743
3197,7/3/18 17:33,88.272,53.453
3198,7/3/18 17:48,88.227,53.706
3199,7/3/18 18:03,86.949,50.067
3200,7/3/18 18:18,87.633,49.273
3201,7/3/18 18:33,87.769,47.459
3202,7/3/18 18:48,87.861,45.237
3203,7/3/18 19:03,87.906,43.294
3204,7/3/18 19:18,87.951,41.606
3205,7/3/18 19:33,87.951,40.807
3206,7/3/18 19:48,87.951,39.873
3207,7/3/18 20:03,87.998,40.11
3208,7/3/18 20:18,87.998,40.143
3209,7/3/18 20:33,87.998,40.477
3210,7/3/18 20:48,87.998,41.01
3211,7/3/18 21:03,87.998,42.074
3212,7/3/18 21:18,88.043,43.104
3213,7/3/18 21:33,88.043,44.425
3214,7/3/18 21:48,87.998,47.115
3215,7/3/18 22:03,88.043,49.854
3216,7/3/18 22:18,88.043,51.44
3217,7/3/18 22:33,88.043,52.664
3218,7/3/18 22:48,88.043,53.596
3219,7/3/18 23:03,88.043,54.172
3220,7/3/18 23:18,88.043,55.355
3221,7/3/18 23:33,88.043,56.374
3222,7/3/18 23:48,88.043,56.977
3223,7/4/18 0:03,88.043,56.596
3224,7/4/18 0:18,87.998,56.592
3225,7/4/18 0:33,88.043,56.787
3226,7/4/18 0:48,88.043,57.041
3227,7/4/18 1:03,88.043,57.041
3228,7/4/18 1:18,87.998,57.195
3229,7/4/18 1:33,87.998,56.942
3230,7/4/18 1:48,87.998,56.846
3231,7/4/18 2:03,87.998,56.592
3232,7/4/18 2:18,87.998,56.751
3233,7/4/18 2:33,87.998,57.037
3234,7/4/18 2:48,88.043,57.009
3235,7/4/18 3:03,88.043,56.723
3236,7/4/18 3:18,87.998,56.846
3237,7/4/18 3:33,87.998,56.402
3238,7/4/18 3:48,87.998,56.37
3239,7/4/18 4:03,87.998,56.624
3240,7/4/18 4:18,87.998,56.275
3241,7/4/18 4:33,87.998,55.988
3242,7/4/18 4:48,87.998,56.592
3243,7/4/18 5:03,87.998,56.624
3244,7/4/18 5:18,87.998,56.497
3245,7/4/18 5:33,87.951,56.303
3246,7/4/18 5:48,87.998,56.561
3247,7/4/18 6:03,87.998,56.402
3248,7/4/18 6:18,87.998,56.656
3249,7/4/18 6:33,87.951,56.843
3250,7/4/18 6:48,87.951,56.843
3251,7/4/18 7:03,87.951,56.811
3252,7/4/18 7:18,87.998,57.132
3253,7/4/18 7:33,87.998,57.164
3254,7/4/18 7:48,87.998,57.132
3255,7/4/18 8:03,87.951,57.223
3256,7/4/18 8:18,87.951,57.414
3257,7/4/18 8:33,87.998,57.069
3258,7/4/18 8:48,87.998,57.322
3259,7/4/18 9:03,87.998,57.512
3260,7/4/18 9:18,87.998,57.069
3261,7/4/18 9:33,88.043,57.453
3262,7/4/18 9:48,87.998,57.354
3263,7/4/18 10:03,87.998,57.481
3264,7/4/18 10:18,87.998,57.607
3265,7/4/18 10:33,87.998,57.512
3266,7/4/18 10:48,87.998,57.639
3267,7/4/18 11:03,87.998,57.702
3268,7/4/18 11:18,87.998,57.576
3269,7/4/18 11:33,88.043,57.769
3270,7/4/18 11:48,87.998,58.24
3271,7/4/18 12:03,88.043,58.212
3272,7/4/18 12:18,88.043,58.275
3273,7/4/18 12:33,88.043,58.117
3274,7/4/18 12:48,88.043,58.023
3275,7/4/18 13:03,88.043,57.801
3276,7/4/18 13:18,88.043,57.928
3277,7/4/18 13:33,88.043,58.086
3278,7/4/18 13:48,88.043,57.738
3279,7/4/18 14:03,88.09,58.753
3280,7/4/18 14:18,88.09,58.406
3281,7/4/18 14:33,88.09,58.627
3282,7/4/18 14:48,88.135,58.883
3283,7/4/18 15:03,88.135,58.788
3284,7/4/18 15:18,88.135,58.536
3285,7/4/18 15:33,88.18,59.234
3286,7/4/18 15:48,88.135,57.524
3287,7/4/18 16:03,88.135,57.238
3288,7/4/18 16:18,88.135,56.158
3289,7/4/18 16:33,88.135,55.553
3290,7/4/18 16:48,88.09,55.741
3291,7/4/18 17:03,88.09,55.199
3292,7/4/18 17:18,88.043,55.099
3293,7/4/18 17:33,88.09,54.912
3294,7/4/18 17:48,88.043,54.716
3295,7/4/18 18:03,88.043,54.46
3296,7/4/18 18:18,86.767,47.847
3297,7/4/18 18:33,87.951,53.172
3298,7/4/18 18:48,88.135,54.34
3299,7/4/18 19:03,88.18,56.893
3300,7/4/18 19:18,88.227,55.624
3301,7/4/18 19:33,88.18,53.638
3302,7/4/18 19:48,81.696,38.447
3303,7/4/18 20:03,80.546,53.938
3304,7/4/18 20:18,85.228,59.704
3305,7/4/18 20:33,86.994,56.479
3306,7/4/18 20:48,87.496,55.693
3307,7/4/18 21:03,87.769,55.205
3308,7/4/18 21:18,87.906,54.993
3309,7/4/18 21:33,87.998,54.585
3310,7/4/18 21:48,88.09,54.624
3311,7/4/18 22:03,88.135,54.148
3312,7/4/18 22:18,88.135,54.404
3313,7/4/18 22:33,88.18,54.887
3314,7/4/18 22:48,88.227,54.922
3315,7/4/18 23:03,88.227,55.21
3316,7/4/18 23:18,88.227,55.05
3317,7/4/18 23:33,88.227,55.21
3318,7/4/18 23:48,88.227,55.465
3319,7/5/18 0:03,88.227,55.146
3320,7/5/18 0:18,88.227,55.114
3321,7/5/18 0:33,88.227,55.305
3322,7/5/18 0:48,88.227,54.283
3323,7/5/18 1:03,88.227,54.219
3324,7/5/18 1:18,88.227,53.995
3325,7/5/18 1:33,88.227,54.027
3326,7/5/18 1:48,88.227,54.155
3327,7/5/18 2:03,88.227,53.93
3328,7/5/18 2:18,88.227,53.578
3329,7/5/18 2:33,88.227,53.834
3330,7/5/18 2:48,88.227,53.706
3331,7/5/18 3:03,88.227,53.962
3332,7/5/18 3:18,88.227,53.289
3333,7/5/18 3:33,88.18,53.253
3334,7/5/18 3:48,88.18,54.087
3335,7/5/18 4:03,88.18,54.087
3336,7/5/18 4:18,88.18,53.51
3337,7/5/18 4:33,88.18,53.414
3338,7/5/18 4:48,88.135,54.148
3339,7/5/18 5:03,88.135,54.34
3340,7/5/18 5:18,88.135,54.34
3341,7/5/18 5:33,88.135,54.596
3342,7/5/18 5:48,88.18,53.831
3343,7/5/18 6:03,88.135,54.019
3344,7/5/18 6:18,88.135,54.404
3345,7/5/18 6:33,88.135,54.372
3346,7/5/18 6:48,88.09,54.144
3347,7/5/18 7:03,88.135,54.019
3348,7/5/18 7:18,88.135,54.372
3349,7/5/18 7:33,88.135,54.404
3350,7/5/18 7:48,88.135,54.723
3351,7/5/18 8:03,88.135,54.755
3352,7/5/18 8:18,88.135,54.915
3353,7/5/18 8:33,88.135,54.532
3354,7/5/18 8:48,88.18,54.631
3355,7/5/18 9:03,87.951,51.627
3356,7/5/18 9:18,88.135,52.639
3357,7/5/18 9:33,88.135,52.929
3358,7/5/18 9:48,88.18,53.382
3359,7/5/18 10:03,88.18,53.51
3360,7/5/18 10:18,88.18,54.215
3361,7/5/18 10:33,88.09,52.41
3362,7/5/18 10:48,88.18,53.221
3363,7/5/18 11:03,88.227,53.674
3364,7/5/18 11:18,88.227,53.77
3365,7/5/18 11:33,88.135,52.156
3366,7/5/18 11:48,88.18,53.061
3367,7/5/18 12:03,88.227,53.834
3368,7/5/18 12:18,87.039,44.064
3369,7/5/18 12:33,87.769,46.543
3370,7/5/18 12:48,88.043,47.347
3371,7/5/18 13:03,88.18,49.312
3372,7/5/18 13:18,88.227,50.224
3373,7/5/18 13:33,88.318,50.911
3374,7/5/18 13:48,88.272,50.389
3375,7/5/18 14:03,88.227,50.062
3376,7/5/18 14:18,88.227,49.9
3377,7/5/18 14:33,88.227,49.705
3378,7/5/18 14:48,88.227,49.965
3379,7/5/18 15:03,88.227,49.802
3380,7/5/18 15:18,88.272,50.713
3381,7/5/18 15:33,88.227,50.58
3382,7/5/18 15:48,88.272,50.227
3383,7/5/18 16:03,88.272,50.551
3384,7/5/18 16:18,88.272,50.746
3385,7/5/18 16:33,88.272,50.649
3386,7/5/18 16:48,88.227,50.419
3387,7/5/18 17:03,88.227,50.71
3388,7/5/18 17:18,88.18,50.221
3389,7/5/18 17:33,88.18,50.026
3390,7/5/18 17:48,88.18,49.832
3391,7/5/18 18:03,88.135,49.439
3392,7/5/18 18:18,88.135,49.504
3393,7/5/18 18:33,88.09,49.046
3394,7/5/18 18:48,88.09,48.98
3395,7/5/18 19:03,88.09,49.046
3396,7/5/18 19:18,88.09,49.176
3397,7/5/18 19:33,87.951,47.667
3398,7/5/18 19:48,88.09,48.688
3399,7/5/18 20:03,88.043,49.887
3400,7/5/18 20:18,88.09,51.185
3401,7/5/18 20:33,88.09,51.702
3402,7/5/18 20:48,88.09,52.185
3403,7/5/18 21:03,88.09,52.7
3404,7/5/18 21:18,88.09,53.15
3405,7/5/18 21:33,88.09,53.118
3406,7/5/18 21:48,88.09,53.471
3407,7/5/18 22:03,88.09,53.567
3408,7/5/18 22:18,88.09,53.856
3409,7/5/18 22:33,88.09,53.695
3410,7/5/18 22:48,88.09,53.599
3411,7/5/18 23:03,88.043,53.98
3412,7/5/18 23:18,88.043,54.524
3413,7/5/18 23:33,88.043,54.524
3414,7/5/18 23:48,88.043,54.652
3415,7/6/18 0:03,88.043,54.876
3416,7/6/18 0:18,88.043,54.684
3417,7/6/18 0:33,88.043,54.14
3418,7/6/18 0:48,88.043,53.884
3419,7/6/18 1:03,88.043,53.884
3420,7/6/18 1:18,87.998,54.233
3421,7/6/18 1:33,88.043,54.908
3422,7/6/18 1:48,88.043,54.684
3423,7/6/18 2:03,88.043,54.716
3424,7/6/18 2:18,87.998,54.713
3425,7/6/18 2:33,87.998,54.361
3426,7/6/18 2:48,87.998,54.489
3427,7/6/18 3:03,87.998,54.649
3428,7/6/18 3:18,88.043,54.876
3429,7/6/18 3:33,87.998,55.351
3430,7/6/18 3:48,87.998,55.925
3431,7/6/18 4:03,87.998,56.465
3432,7/6/18 4:18,87.998,56.306
3433,7/6/18 4:33,87.998,56.052
3434,7/6/18 4:48,87.998,56.179
3435,7/6/18 5:03,87.998,56.243
3436,7/6/18 5:18,87.998,56.306
3437,7/6/18 5:33,88.043,56.977
3438,7/6/18 5:48,87.998,57.164
3439,7/6/18 6:03,87.998,57.037
3440,7/6/18 6:18,87.998,56.878
3441,7/6/18 6:33,88.043,56.755
3442,7/6/18 6:48,88.043,56.977
3443,7/6/18 7:03,88.043,56.723
3444,7/6/18 7:18,88.043,56.66
3445,7/6/18 7:33,88.043,56.755
3446,7/6/18 7:48,88.043,56.501
3447,7/6/18 8:03,87.998,56.878
3448,7/6/18 8:18,88.043,56.437
3449,7/6/18 8:33,88.043,56.215
3450,7/6/18 8:48,88.043,56.533
3451,7/6/18 9:03,88.043,56.691
3452,7/6/18 9:18,88.043,56.501
3453,7/6/18 9:33,88.043,56.278
3454,7/6/18 9:48,88.043,56.564
3455,7/6/18 10:03,88.043,56.723
3456,7/6/18 10:18,88.043,57.041
3457,7/6/18 10:33,88.043,57.643
3458,7/6/18 10:48,88.043,57.136
3459,7/6/18 11:03,88.043,57.136
3460,7/6/18 11:18,88.043,57.263
3461,7/6/18 11:33,88.043,57.009
3462,7/6/18 11:48,88.043,57.104
3463,7/6/18 12:03,88.043,57.294
3464,7/6/18 12:18,88.043,57.769
3465,7/6/18 12:33,88.09,58.09
3466,7/6/18 12:48,87.814,44.081
3467,7/6/18 13:03,87.998,55.734
3468,7/6/18 13:18,88.09,55.741
3469,7/6/18 13:33,88.09,56.059
3470,7/6/18 13:48,88.09,56.218
3471,7/6/18 14:03,88.09,56.346
3472,7/6/18 14:18,88.09,56.632
3473,7/6/18 14:33,88.09,56.981
3474,7/6/18 14:48,88.135,57.175
3475,7/6/18 15:03,88.135,57.143
3476,7/6/18 15:18,88.09,57.33
3477,7/6/18 15:33,88.135,57.429
3478,7/6/18 15:48,87.633,50.052
3479,7/6/18 16:03,87.998,52.597
3480,7/6/18 16:18,88.09,51.959
3481,7/6/18 16:33,88.09,52.282
3482,7/6/18 16:48,88.135,52.382
3483,7/6/18 17:03,88.135,52.027
3484,7/6/18 17:18,88.135,51.802
3485,7/6/18 17:33,88.135,52.285
3486,7/6/18 17:48,88.09,52.346
3487,7/6/18 18:03,88.135,53.153
3488,7/6/18 18:18,88.09,53.503
3489,7/6/18 18:33,88.135,54.532
3490,7/6/18 18:48,88.135,54.468
3491,7/6/18 19:03,88.09,54.528
3492,7/6/18 19:18,88.135,55.171
3493,7/6/18 19:33,88.09,54.912
3494,7/6/18 19:48,88.135,55.043
3495,7/6/18 20:03,88.09,55.039
3496,7/6/18 20:18,88.09,55.518
3497,7/6/18 20:33,88.09,55.422
3498,7/6/18 20:48,88.135,55.617
3499,7/6/18 21:03,88.09,55.741
3500,7/6/18 21:18,88.09,55.39
3501,7/6/18 21:33,88.09,55.836
3502,7/6/18 21:48,88.135,55.33
3503,7/6/18 22:03,88.09,55.55
3504,7/6/18 22:18,88.09,55.55
3505,7/6/18 22:33,88.09,55.103
3506,7/6/18 22:48,88.09,55.231
3507,7/6/18 23:03,88.09,55.231
3508,7/6/18 23:18,88.09,55.932
3509,7/6/18 23:33,88.09,55.613
3510,7/6/18 23:48,88.09,55.741
3511,7/7/18 0:03,88.135,55.999
3512,7/7/18 0:18,88.09,55.836
3513,7/7/18 0:33,88.135,56.349
3514,7/7/18 0:48,88.135,56.031
3515,7/7/18 1:03,88.135,55.521
3516,7/7/18 1:18,88.135,55.713
3517,7/7/18 1:33,88.135,55.139
3518,7/7/18 1:48,88.135,56.318
3519,7/7/18 2:03,88.135,56.254
3520,7/7/18 2:18,88.135,56.572
3521,7/7/18 2:33,88.135,56.508
3522,7/7/18 2:48,88.135,56.445
3523,7/7/18 3:03,88.18,56.544
3524,7/7/18 3:18,88.135,56.254
3525,7/7/18 3:33,88.135,56.381
3526,7/7/18 3:48,88.135,56.413
3527,7/7/18 4:03,88.135,56.445
3528,7/7/18 4:18,88.135,56.413
3529,7/7/18 4:33,88.135,56.762
3530,7/7/18 4:48,88.135,56.413
3531,7/7/18 5:03,88.135,55.999
3532,7/7/18 5:18,88.135,56.19
3533,7/7/18 5:33,88.135,56.158
3534,7/7/18 5:48,88.135,56.381
3535,7/7/18 6:03,88.135,56.445
3536,7/7/18 6:18,88.135,56.508
3537,7/7/18 6:33,88.135,56.604
3538,7/7/18 6:48,88.135,56.445
3539,7/7/18 7:03,88.135,56.953
3540,7/7/18 7:18,88.135,56.635
3541,7/7/18 7:33,88.135,56.699
3542,7/7/18 7:48,88.135,56.731
3543,7/7/18 8:03,88.135,56.604
3544,7/7/18 8:18,88.135,56.858
3545,7/7/18 8:33,88.135,56.921
3546,7/7/18 8:48,88.135,56.985
3547,7/7/18 9:03,88.135,56.921
3548,7/7/18 9:18,88.135,56.921
3549,7/7/18 9:33,88.135,56.794
3550,7/7/18 9:48,88.09,56.536
3551,7/7/18 10:03,88.135,56.604
3552,7/7/18 10:18,88.135,56.699
3553,7/7/18 10:33,88.135,57.27
3554,7/7/18 10:48,88.135,57.112
3555,7/7/18 11:03,88.135,57.397
3556,7/7/18 11:18,88.135,57.175
3557,7/7/18 11:33,88.135,57.587
3558,7/7/18 11:48,88.135,57.207
3559,7/7/18 12:03,88.135,57.048
3560,7/7/18 12:18,88.18,56.798
3561,7/7/18 12:33,88.135,56.889
3562,7/7/18 12:48,88.135,56.889
3563,7/7/18 13:03,88.18,57.179
3564,7/7/18 13:18,88.18,56.671
3565,7/7/18 13:33,87.906,53.553
3566,7/7/18 13:48,88.135,53.859
3567,7/7/18 14:03,88.135,54.084
3568,7/7/18 14:18,88.18,54.727
3569,7/7/18 14:33,88.18,55.174
3570,7/7/18 14:48,88.18,55.429
3571,7/7/18 15:03,88.18,55.493
3572,7/7/18 15:18,88.18,55.78
3573,7/7/18 15:33,88.18,55.653
3574,7/7/18 15:48,88.18,55.844
3575,7/7/18 16:03,88.18,55.429
3576,7/7/18 16:18,88.18,55.621
3577,7/7/18 16:33,88.135,55.713
3578,7/7/18 16:48,88.135,55.967
3579,7/7/18 17:03,88.18,56.067
3580,7/7/18 17:18,88.18,56.385
3581,7/7/18 17:33,88.18,56.226
3582,7/7/18 17:48,88.18,56.576
3583,7/7/18 18:03,88.135,56.222
3584,7/7/18 18:18,88.135,55.936
3585,7/7/18 18:33,88.135,56.508
3586,7/7/18 18:48,88.135,56.826
3587,7/7/18 19:03,88.135,56.286
3588,7/7/18 19:18,88.135,56.381
3589,7/7/18 19:33,88.135,56.127
3590,7/7/18 19:48,88.135,56.254
3591,7/7/18 20:03,88.135,56.349
3592,7/7/18 20:18,88.135,56.349
3593,7/7/18 20:33,88.135,56.19
3594,7/7/18 20:48,88.135,56.222
3595,7/7/18 21:03,88.135,56.635
3596,7/7/18 21:18,88.135,56.54
3597,7/7/18 21:33,88.135,56.699
3598,7/7/18 21:48,88.135,56.508
3599,7/7/18 22:03,88.09,57.013
3600,7/7/18 22:18,88.135,57.08
3601,7/7/18 22:33,88.09,56.759
3602,7/7/18 22:48,88.09,56.663
3603,7/7/18 23:03,88.09,56.473
3604,7/7/18 23:18,88.09,56.568
3605,7/7/18 23:33,88.09,56.695
3606,7/7/18 23:48,88.09,56.409
3607,7/8/18 0:03,88.09,56.346
3608,7/8/18 0:18,88.09,56.409
3609,7/8/18 0:33,88.09,56.695
3610,7/8/18 0:48,88.09,56.441
3611,7/8/18 1:03,88.09,56.759
3612,7/8/18 1:18,88.09,56.759
3613,7/8/18 1:33,88.09,56.886
3614,7/8/18 1:48,88.09,56.759
3615,7/8/18 2:03,88.09,56.473
3616,7/8/18 2:18,88.09,56.695
3617,7/8/18 2:33,88.09,56.663
3618,7/8/18 2:48,88.09,56.568
3619,7/8/18 3:03,88.09,56.473
3620,7/8/18 3:18,88.09,56.6
3621,7/8/18 3:33,88.09,56.759
3622,7/8/18 3:48,88.09,56.727
3623,7/8/18 4:03,88.09,56.314
3624,7/8/18 4:18,88.09,56.505
3625,7/8/18 4:33,88.09,56.473
3626,7/8/18 4:48,88.09,56.695
3627,7/8/18 5:03,88.09,57.013
3628,7/8/18 5:18,88.09,57.013
3629,7/8/18 5:33,88.09,56.6
3630,7/8/18 5:48,88.09,56.854
3631,7/8/18 6:03,88.09,56.79
3632,7/8/18 6:18,88.09,56.917
3633,7/8/18 6:33,88.09,57.044
3634,7/8/18 6:48,88.09,56.727
3635,7/8/18 7:03,88.09,56.822
3636,7/8/18 7:18,88.043,57.294
3637,7/8/18 7:33,88.043,57.294
3638,7/8/18 7:48,88.09,57.33
3639,7/8/18 8:03,88.043,57.389
3640,7/8/18 8:18,88.09,57.393
3641,7/8/18 8:33,88.09,57.33
3642,7/8/18 8:48,88.09,57.076
3643,7/8/18 9:03,88.09,57.14
3644,7/8/18 9:18,88.09,57.076
3645,7/8/18 9:33,88.09,56.886
3646,7/8/18 9:48,88.09,56.822
3647,7/8/18 10:03,88.09,56.917
3648,7/8/18 10:18,88.09,56.822
3649,7/8/18 10:33,88.09,56.886
3650,7/8/18 10:48,88.09,56.822
3651,7/8/18 11:03,88.09,56.822
3652,7/8/18 11:18,88.09,57.33
3653,7/8/18 11:33,88.09,57.076
3654,7/8/18 11:48,88.09,57.425
3655,7/8/18 12:03,88.09,57.361
3656,7/8/18 12:18,88.135,57.46
3657,7/8/18 12:33,88.09,57.615
3658,7/8/18 12:48,88.135,57.524
3659,7/8/18 13:03,88.135,57.143
3660,7/8/18 13:18,88.135,57.334
3661,7/8/18 13:33,88.135,57.27
3662,7/8/18 13:48,88.135,56.889
3663,7/8/18 14:03,88.135,57.016
3664,7/8/18 14:18,88.135,56.953
3665,7/8/18 14:33,88.135,56.953
3666,7/8/18 14:48,88.135,56.985
3667,7/8/18 15:03,88.135,56.762
3668,7/8/18 15:18,88.09,56.727
3669,7/8/18 15:33,88.135,56.604
3670,7/8/18 15:48,88.135,57.334
3671,7/8/18 16:03,87.951,54.325
3672,7/8/18 16:18,88.09,54.528
3673,7/8/18 16:33,88.135,54.787
3674,7/8/18 16:48,88.09,54.304
3675,7/8/18 17:03,88.135,54.276
3676,7/8/18 17:18,88.135,54.659
3677,7/8/18 17:33,88.09,55.135
3678,7/8/18 17:48,88.135,55.808
3679,7/8/18 18:03,88.09,55.964
3680,7/8/18 18:18,88.09,56.155
3681,7/8/18 18:33,88.09,56.346
3682,7/8/18 18:48,88.09,56.282
3683,7/8/18 19:03,88.09,56.6
3684,7/8/18 19:18,88.09,56.441
3685,7/8/18 19:33,88.09,56.187
3686,7/8/18 19:48,88.09,56.568
3687,7/8/18 20:03,88.09,56.695
3688,7/8/18 20:18,88.09,56.886
3689,7/8/18 20:33,88.09,56.568
3690,7/8/18 20:48,88.09,56.822
3691,7/8/18 21:03,88.043,56.31
3692,7/8/18 21:18,88.043,56.818
3693,7/8/18 21:33,88.043,56.533
3694,7/8/18 21:48,88.043,56.437
3695,7/8/18 22:03,88.043,56.596
3696,7/8/18 22:18,88.043,56.31
3697,7/8/18 22:33,88.043,56.183
3698,7/8/18 22:48,88.043,56.691
3699,7/8/18 23:03,88.043,56.596
3700,7/8/18 23:18,88.043,56.787
3701,7/8/18 23:33,87.998,56.211
3702,7/8/18 23:48,88.043,56.183
3703,7/9/18 0:03,88.043,56.247
3704,7/9/18 0:18,87.998,56.561
3705,7/9/18 0:33,88.043,56.977
3706,7/9/18 0:48,88.043,56.945
3707,7/9/18 1:03,88.043,57.326
3708,7/9/18 1:18,88.043,56.882
3709,7/9/18 1:33,88.043,56.977
3710,7/9/18 1:48,88.043,56.755
3711,7/9/18 2:03,87.998,56.942
3712,7/9/18 2:18,87.998,56.973
3713,7/9/18 2:33,88.043,56.723
3714,7/9/18 2:48,88.043,56.723
3715,7/9/18 3:03,88.043,56.691
3716,7/9/18 3:18,88.043,56.977
3717,7/9/18 3:33,88.043,56.787
3718,7/9/18 3:48,88.043,56.977
3719,7/9/18 4:03,88.043,56.818
3720,7/9/18 4:18,88.043,56.945
3721,7/9/18 4:33,88.043,56.977
3722,7/9/18 4:48,88.043,57.168
3723,7/9/18 5:03,87.998,57.386
3724,7/9/18 5:18,87.998,57.195
3725,7/9/18 5:33,87.998,57.417
3726,7/9/18 5:48,87.998,57.132
3727,7/9/18 6:03,87.998,57.291
3728,7/9/18 6:18,87.998,57.164
3729,7/9/18 6:33,87.998,57.227
3730,7/9/18 6:48,87.998,57.069
3731,7/9/18 7:03,87.998,57.164
3732,7/9/18 7:18,87.998,57.291
3733,7/9/18 7:33,87.998,57.354
3734,7/9/18 7:48,88.043,57.516
3735,7/9/18 8:03,87.998,57.639
3736,7/9/18 8:18,87.998,57.386
3737,7/9/18 8:33,87.998,57.607
3738,7/9/18 8:48,87.998,57.449
3739,7/9/18 9:03,87.998,57.512
3740,7/9/18 9:18,88.043,57.326
3741,7/9/18 9:33,88.043,57.643
3742,7/9/18 9:48,87.769,53.222
3743,7/9/18 10:03,87.951,52.69
3744,7/9/18 10:18,87.998,51.856
3745,7/9/18 10:33,87.998,51.598
3746,7/9/18 10:48,87.998,51.243
3747,7/9/18 11:03,87.998,51.243
3748,7/9/18 11:18,88.043,52.214
3749,7/9/18 11:33,84.958,40.164
3750,7/9/18 11:48,87.267,52.541
3751,7/9/18 12:03,87.906,54.29
3752,7/9/18 12:18,88.043,54.972
3753,7/9/18 12:33,88.09,55.55
3754,7/9/18 12:48,88.18,55.429
3755,7/9/18 13:03,87.678,49.244
3756,7/9/18 13:18,88.18,50.415
3757,7/9/18 13:33,88.227,51.55
3758,7/9/18 13:48,88.272,52.167
3759,7/9/18 14:03,88.272,51.715
3760,7/9/18 14:18,88.318,52.202
3761,7/9/18 14:33,88.272,53.164
3762,7/9/18 14:48,88.272,53.164
3763,7/9/18 15:03,88.272,54.19
3764,7/9/18 15:18,88.318,55.025
3765,7/9/18 15:33,88.318,55.568
3766,7/9/18 15:48,88.18,52.964
3767,7/9/18 16:03,88.363,54.933
3768,7/9/18 16:18,88.227,53.417
3769,7/9/18 16:33,88.272,53.228
3770,7/9/18 16:48,88.043,48.945
3771,7/9/18 17:03,88.18,49.117
3772,7/9/18 17:18,88.227,48.502
3773,7/9/18 17:33,86.904,38.006
3774,7/9/18 17:48,87.769,38.725
